t,plant,axis,Tsoil,volume,nitrates,Conc_Nitrates_Soil,mineralisation
587,1,MS,2.0160000000000,1,404909.6489610400167,404909.6489610400167,0.0016958500000
588,1,MS,1.9350000000000,1,404863.9569912300212,404863.9569912300212,0.0016838900000
589,1,MS,1.8660000000000,1,404818.2778156700078,404818.2778156700078,0.0016737600000
590,1,MS,1.8140000000000,1,404772.5637549100211,404772.5637549100211,0.0016661700000
591,1,MS,1.7590000000000,1,404726.8922297299723,404726.8922297299723,0.0016581700000
592,1,MS,1.7120000000000,1,404681.2691714799730,404681.2691714799730,0.0016513600000
593,1,MS,1.6710000000000,1,404635.7242470899946,404635.7242470899946,0.0016454400000
594,1,MS,1.6250000000000,1,404590.3003250299953,404590.3003250299953,0.0016388300000
595,1,MS,1.5790000000000,1,404545.0217164899805,404545.0217164899805,0.0016322400000
596,1,MS,1.5250000000000,1,404499.9372132300050,404499.9372132300050,0.0016245300000
597,1,MS,1.4680000000000,1,404455.0585219400236,404455.0585219400236,0.0016164300000
598,1,MS,1.4370000000000,1,404410.2690998900216,404410.2690998900216,0.0016120400000
599,1,MS,1.4300000000000,1,404365.4956573899835,404365.4956573899835,0.0016110500000
600,1,MS,1.4320000000000,1,404320.4854201499838,404320.4854201499838,0.0016113300000
601,1,MS,1.4770000000000,1,404274.7999008499901,404274.7999008499901,0.0016177100000
602,1,MS,1.5780000000000,1,404228.1135274600238,404228.1135274600238,0.0016320900000
603,1,MS,1.5460000000000,1,404180.7956828200258,404180.7956828200258,0.0016275200000
604,1,MS,1.4840000000000,1,404132.9302438899758,404132.9302438899758,0.0016187000000
605,1,MS,1.4220000000000,1,404084.5416563500185,404084.5416563500185,0.0016099200000
606,1,MS,1.3460000000000,1,404035.6474970399868,404035.6474970399868,0.0015992200000
607,1,MS,1.2560000000000,1,403986.2864119000151,403986.2864119000151,0.0015866300000
608,1,MS,1.1640000000000,1,403936.5283207300236,403936.5283207300236,0.0015738600000
609,1,MS,1.0770000000000,1,403886.5179165800218,403886.5179165800218,0.0015618600000
610,1,MS,0.9990000000000,1,403836.3552690499928,403836.3552690499928,0.0015511800000
611,1,MS,0.9520000000000,1,403785.9461614399916,403785.9461614399916,0.0015447800000
612,1,MS,0.9220000000000,1,403735.3056031399756,403735.3056031399756,0.0015407000000
613,1,MS,0.8720000000000,1,403684.6064149399754,403684.6064149399754,0.0015339300000
614,1,MS,0.8200000000000,1,403633.9203292200109,403633.9203292200109,0.0015269200000
615,1,MS,0.7650000000000,1,403583.3199607999995,403583.3199607999995,0.0015195400000
616,1,MS,0.7050000000000,1,403532.8745595299988,403532.8745595299988,0.0015115200000
617,1,MS,0.6450000000000,1,403482.6220790999942,403482.6220790999942,0.0015035400000
618,1,MS,0.5800000000000,1,403432.6107423100038,403432.6107423100038,0.0014949400000
619,1,MS,0.5140000000000,1,403382.8671438199817,403382.8671438199817,0.0014862600000
620,1,MS,0.4530000000000,1,403333.3664471399970,403333.3664471399970,0.0014782700000
621,1,MS,0.4090000000000,1,403284.0189209799864,403284.0189209799864,0.0014725300000
622,1,MS,0.4280000000000,1,403234.5298804899794,403234.5298804899794,0.0014750100000
623,1,MS,0.4540000000000,1,403184.8522704099887,403184.8522704099887,0.0014784000000
624,1,MS,0.4790000000000,1,403134.9148110600072,403134.9148110600072,0.0014816700000
625,1,MS,0.4990000000000,1,403084.6235245600110,403084.6235245600110,0.0014842900000
626,1,MS,0.5200000000000,1,403033.8521427899832,403033.8521427899832,0.0014870400000
627,1,MS,0.5330000000000,1,402982.5048663999769,402982.5048663999769,0.0014887500000
628,1,MS,0.5520000000000,1,402930.6130096199922,402930.6130096199922,0.0014912500000
629,1,MS,0.5700000000000,1,402878.2158271700027,402878.2158271700027,0.0014936200000
630,1,MS,0.5880000000000,1,402825.3715994799859,402825.3715994799859,0.0014960000000
631,1,MS,0.5940000000000,1,402772.1372433599900,402772.1372433599900,0.0014967900000
632,1,MS,0.6100000000000,1,402718.4754059099942,402718.4754059099942,0.0014989100000
633,1,MS,0.6220000000000,1,402664.4577988000237,402664.4577988000237,0.0015004900000
634,1,MS,0.6370000000000,1,402610.1300153600168,402610.1300153600168,0.0015024800000
635,1,MS,0.6500000000000,1,402555.5611143599963,402555.5611143599963,0.0015042100000
636,1,MS,0.6670000000000,1,402500.7880953900167,402500.7880953900167,0.0015064600000
637,1,MS,0.6810000000000,1,402445.8847738800105,402445.8847738800105,0.0015083300000
638,1,MS,0.6970000000000,1,402390.9055205300101,402390.9055205300101,0.0015104600000
639,1,MS,0.7040000000000,1,402335.9447421500226,402335.9447421500226,0.0015113900000
640,1,MS,0.7190000000000,1,402281.0039793499745,402281.0039793499745,0.0015133900000
641,1,MS,0.7290000000000,1,402226.1497513899812,402226.1497513899812,0.0015147200000
642,1,MS,0.7370000000000,1,402171.4225989800179,402171.4225989800179,0.0015157900000
643,1,MS,0.7460000000000,1,402116.8422173300060,402116.8422173300060,0.0015170000000
644,1,MS,0.7540000000000,1,402062.4057740899734,402062.4057740899734,0.0015180700000
645,1,MS,0.7640000000000,1,402008.0753505200264,402008.0753505200264,0.0015194100000
646,1,MS,0.7680000000000,1,401953.8374721700093,401953.8374721700093,0.0015199400000
647,1,MS,0.7750000000000,1,401899.6359167399933,401899.6359167399933,0.0015208800000
648,1,MS,0.7930000000000,1,401845.0660659000278,401845.0660659000278,0.0015232900000
649,1,MS,0.8020000000000,1,401789.7486606599996,401789.7486606599996,0.0015245000000
650,1,MS,0.7970000000000,1,401733.5270723199937,401733.5270723199937,0.0015238300000
651,1,MS,0.7930000000000,1,401676.1617909800261,401676.1617909800261,0.0015232900000
652,1,MS,0.8020000000000,1,401617.7213679500273,401617.7213679500273,0.0015245000000
653,1,MS,0.8890000000000,1,401557.9407028700225,401557.9407028700225,0.0015362300000
654,1,MS,1.1500000000000,1,401496.0013191099861,401496.0013191099861,0.0015719200000
655,1,MS,1.6490000000000,1,401430.5260538699804,401430.5260538699804,0.0016422800000
656,1,MS,2.0570000000000,1,401362.1960654000286,401362.1960654000286,0.0017019300000
657,1,MS,2.4010000000000,1,401291.5632013899740,401291.5632013899740,0.0017537700000
658,1,MS,2.7280000000000,1,401218.8267056500190,401218.8267056500190,0.0018043700000
659,1,MS,3.0450000000000,1,401144.2139585799887,401144.2139585799887,0.0018547100000
660,1,MS,3.3260000000000,1,401068.0707264500088,401068.0707264500088,0.0019004000000
661,1,MS,3.6580000000000,1,400990.1842611400061,400990.1842611400061,0.0019557100000
662,1,MS,4.0130000000000,1,400910.5111732800142,400910.5111732800142,0.0020164800000
663,1,MS,4.1300000000000,1,400830.7654992900207,400830.7654992900207,0.0020368800000
664,1,MS,4.1420000000000,1,400751.7209296100191,400751.7209296100191,0.0020389900000
665,1,MS,4.0950000000000,1,400673.8021511400002,400673.8021511400002,0.0020307600000
666,1,MS,4.0270000000000,1,400597.1539411299746,400597.1539411299746,0.0020189100000
667,1,MS,3.7470000000000,1,400523.0934232699801,400523.0934232699801,0.0019707900000
668,1,MS,3.5670000000000,1,400450.8542041699984,400450.8542041699984,0.0019404000000
669,1,MS,3.4130000000000,1,400380.1517480600160,400380.1517480600160,0.0019147500000
670,1,MS,3.5180000000000,1,400309.3311274999869,400309.3311274999869,0.0019322100000
671,1,MS,4.1150000000000,1,400235.3816994500230,400235.3816994500230,0.0020342600000
672,1,MS,4.9220000000000,1,400156.0035692999954,400156.0035692999954,0.0021800400000
673,1,MS,5.4750000000000,1,400071.5932743700105,400071.5932743700105,0.0022854000000
674,1,MS,5.7650000000000,1,399983.4668788000126,399983.4668788000126,0.0023424900000
675,1,MS,5.8500000000000,1,399892.6180225000135,399892.6180225000135,0.0023594700000
676,1,MS,5.4630000000000,1,399802.8646584399976,399802.8646584399976,0.0022830600000
677,1,MS,4.9710000000000,1,399715.1433881900157,399715.1433881900157,0.0021892000000
678,1,MS,4.3730000000000,1,399630.2232383299852,399630.2232383299852,0.0020798600000
679,1,MS,3.8730000000000,1,399547.3974180499790,399547.3974180499790,0.0019923100000
680,1,MS,3.6310000000000,1,399465.2492867300170,399465.2492867300170,0.0019511600000
681,1,MS,3.5830000000000,1,399382.8278180300258,399382.8278180300258,0.0019430900000
682,1,MS,3.4780000000000,1,399300.8015876199934,399300.8015876199934,0.0019255400000
683,1,MS,3.4210000000000,1,399219.0447801899863,399219.0447801899863,0.0019160800000
684,1,MS,3.3640000000000,1,399137.7130404399941,399137.7130404399941,0.0019066600000
685,1,MS,3.3850000000000,1,399056.3978469099966,399056.3978469099966,0.0019101200000
686,1,MS,3.4440000000000,1,398974.9676922400249,398974.9676922400249,0.0019198900000
687,1,MS,3.5260000000000,1,398893.3722422600258,398893.3722422600258,0.0019335500000
688,1,MS,3.6900000000000,1,398811.1559532199753,398811.1559532199753,0.0019611200000
689,1,MS,3.7490000000000,1,398729.1479597900179,398729.1479597900179,0.0019711300000
690,1,MS,3.6640000000000,1,398648.4099530699896,398648.4099530699896,0.0019567200000
691,1,MS,3.8130000000000,1,398567.3900599600165,398567.3900599600165,0.0019820300000
692,1,MS,3.7770000000000,1,398487.3681918699876,398487.3681918699876,0.0019758900000
693,1,MS,3.7870000000000,1,398407.9933713100036,398407.9933713100036,0.0019776000000
694,1,MS,3.9520000000000,1,398328.1935183199821,398328.1935183199821,0.0020059200000
695,1,MS,4.4370000000000,1,398245.7806942400057,398245.7806942400057,0.0020913200000
696,1,MS,5.1110000000000,1,398158.4611787300091,398158.4611787300091,0.0022155400000
697,1,MS,5.7870000000000,1,398064.9290279300185,398064.9290279300185,0.0023468700000
698,1,MS,6.2900000000000,1,397965.9188218499767,397965.9188218499767,0.0024491700000
699,1,MS,6.4560000000000,1,397863.5742949600099,397863.5742949600099,0.0024838200000
700,1,MS,6.3440000000000,1,397760.6138648000197,397760.6138648000197,0.0024603900000
701,1,MS,6.0320000000000,1,397658.7892076200224,397658.7892076200224,0.0023962000000
702,1,MS,5.7940000000000,1,397557.5786217799759,397557.5786217799759,0.0023482700000
703,1,MS,5.7460000000000,1,397455.3430333500146,397455.3430333500146,0.0023387100000
704,1,MS,5.6930000000000,1,397352.9237412899965,397352.9237412899965,0.0023281900000
705,1,MS,5.6550000000000,1,397250.6041356099886,397250.6041356099886,0.0023206800000
706,1,MS,5.6000000000000,1,397148.8579361099983,397148.8579361099983,0.0023098500000
707,1,MS,5.5800000000000,1,397047.6139270900167,397047.6139270900167,0.0023059200000
708,1,MS,5.5260000000000,1,396947.3418025299907,396947.3418025299907,0.0022953500000
709,1,MS,5.4750000000000,1,396848.1231853800127,396848.1231853800127,0.0022854000000
710,1,MS,5.4630000000000,1,396749.7767584099784,396749.7767584099784,0.0022830600000
711,1,MS,5.5150000000000,1,396651.8967683499795,396651.8967683499795,0.0022932000000
712,1,MS,5.6970000000000,1,396553.5595385499764,396553.5595385499764,0.0023289900000
713,1,MS,5.9600000000000,1,396454.2630431799917,396454.2630431799917,0.0023816100000
714,1,MS,6.2470000000000,1,396353.9480277500115,396353.9480277500115,0.0024402700000
715,1,MS,6.4550000000000,1,396253.4138433599728,396253.4138433599728,0.0024836100000
716,1,MS,6.4740000000000,1,396154.1935056400253,396154.1935056400253,0.0024876000000
717,1,MS,6.3340000000000,1,396057.4607321399963,396057.4607321399963,0.0024583100000
718,1,MS,6.3270000000000,1,395962.0639409000287,395962.0639409000287,0.0024568600000
719,1,MS,6.4680000000000,1,395866.8344795699813,395866.8344795699813,0.0024863400000
720,1,MS,6.7040000000000,1,395770.4912698299740,395770.4912698299740,0.0025364100000
721,1,MS,7.0540000000000,1,395671.4391182599938,395671.4391182599938,0.0026123700000
722,1,MS,7.1600000000000,1,395571.6401110800216,395571.6401110800216,0.0026357800000
723,1,MS,7.1450000000000,1,395471.9643511300092,395471.9643511300092,0.0026324500000
724,1,MS,7.1250000000000,1,395372.6407327600173,395372.6407327600173,0.0026280300000
725,1,MS,7.0900000000000,1,395274.0677077100263,395274.0677077100263,0.0026203000000
726,1,MS,7.0230000000000,1,395176.6168981000083,395176.6168981000083,0.0026055600000
727,1,MS,6.8930000000000,1,395080.8021936700097,395080.8021936700097,0.0025771700000
728,1,MS,6.7570000000000,1,394986.7938880500151,394986.7938880500151,0.0025477800000
729,1,MS,6.7100000000000,1,394893.9878206800204,394893.9878206800204,0.0025376900000
730,1,MS,6.7340000000000,1,394801.9614718300290,394801.9614718300290,0.0025428400000
731,1,MS,6.7820000000000,1,394710.6998366700136,394710.6998366700136,0.0025531600000
732,1,MS,6.7720000000000,1,394620.7890873199794,394620.7890873199794,0.0025510100000
733,1,MS,6.6070000000000,1,394533.4200627799728,394533.4200627799728,0.0025157200000
734,1,MS,6.4340000000000,1,394448.5856163299759,394448.5856163299759,0.0024792000000
735,1,MS,6.2340000000000,1,394366.3964824600262,394366.3964824600262,0.0024375800000
736,1,MS,5.9990000000000,1,394286.9436534299748,394286.9436534299748,0.0023895000000
737,1,MS,5.8280000000000,1,394209.6810118299909,394209.6810118299909,0.0023550600000
738,1,MS,5.7020000000000,1,394134.2780060300138,394134.2780060300138,0.0023299800000
739,1,MS,5.5480000000000,1,394060.8802832199726,394060.8802832199726,0.0022996500000
740,1,MS,5.4120000000000,1,393989.3330753800110,393989.3330753800110,0.0022731700000
741,1,MS,5.3020000000000,1,393919.4516699700034,393919.4516699700034,0.0022519500000
742,1,MS,5.3140000000000,1,393850.4988827100024,393850.4988827100024,0.0022542500000
743,1,MS,5.4620000000000,1,393781.7123400699929,393781.7123400699929,0.0022828700000
744,1,MS,5.7150000000000,1,393712.1959875500179,393712.1959875500179,0.0023325500000
745,1,MS,6.0120000000000,1,393641.2910894000088,393641.2910894000088,0.0023921400000
746,1,MS,6.3830000000000,1,393568.2938193000155,393568.2938193000155,0.0024685300000
747,1,MS,6.6540000000000,1,393493.5850782499765,393493.5850782499765,0.0025257300000
748,1,MS,6.7040000000000,1,393418.3811802099808,393418.3811802099808,0.0025364100000
749,1,MS,6.5240000000000,1,393343.8938507799758,393343.8938507799758,0.0024981400000
750,1,MS,6.1160000000000,1,393271.2374161300249,393271.2374161300249,0.0024133300000
751,1,MS,5.9630000000000,1,393198.8637086700182,393198.8637086700182,0.0023822100000
752,1,MS,5.5330000000000,1,393128.5781395399827,393128.5781395399827,0.0022967100000
753,1,MS,4.8960000000000,1,393061.6661828099750,393061.6661828099750,0.0021752000000
754,1,MS,4.2700000000000,1,392997.9512924199807,392997.9512924199807,0.0020615500000
755,1,MS,3.7250000000000,1,392936.9102631999995,392936.9102631999995,0.0019670500000
756,1,MS,3.2960000000000,1,392877.8888927099761,392877.8888927099761,0.0018954700000
757,1,MS,2.9260000000000,1,392820.5946648900281,392820.5946648900281,0.0018356700000
758,1,MS,2.6580000000000,1,392764.5554750500014,392764.5554750500014,0.0017934300000
759,1,MS,2.4750000000000,1,392709.3498435600195,392709.3498435600195,0.0017651000000
760,1,MS,2.3230000000000,1,392654.8753653099993,392654.8753653099993,0.0017418900000
761,1,MS,2.2030000000000,1,392601.0138464400079,392601.0138464400079,0.0017237600000
762,1,MS,2.1070000000000,1,392547.7114475700073,392547.7114475700073,0.0017093800000
763,1,MS,2.0060000000000,1,392495.0003274899791,392495.0003274899791,0.0016943700000
764,1,MS,1.9130000000000,1,392442.8119513199781,392442.8119513199781,0.0016806500000
765,1,MS,1.8320000000000,1,392391.0032872899901,392391.0032872899901,0.0016687900000
766,1,MS,1.7890000000000,1,392339.3062386700185,392339.3062386700185,0.0016625300000
767,1,MS,1.9890000000000,1,392286.5838438899955,392286.5838438899955,0.0016918500000
768,1,MS,2.9060000000000,1,392228.2744161000010,392228.2744161000010,0.0018324800000
769,1,MS,4.1880000000000,1,392160.5775835000095,392160.5775835000095,0.0020470700000
770,1,MS,5.0880000000000,1,392084.3506807400263,392084.3506807400263,0.0022111900000
771,1,MS,5.4100000000000,1,392002.3879906400107,392002.3879906400107,0.0022727800000
772,1,MS,5.2220000000000,1,391918.5867412299849,391918.5867412299849,0.0022366300000
773,1,MS,4.8380000000000,1,391835.2304802800063,391835.2304802800063,0.0021644400000
774,1,MS,4.5510000000000,1,391751.5201621599845,391751.5201621599845,0.0021118700000
775,1,MS,4.3370000000000,1,391666.9083376399940,391666.9083376399940,0.0020734400000
776,1,MS,4.1400000000000,1,391581.9914255900076,391581.9914255900076,0.0020386400000
777,1,MS,4.1260000000000,1,391496.0566409999738,391496.0566409999738,0.0020361800000
778,1,MS,4.1780000000000,1,391408.9737200699747,391408.9737200699747,0.0020453100000
779,1,MS,4.2800000000000,1,391320.6709732000018,391320.6709732000018,0.0020633200000
780,1,MS,4.3860000000000,1,391231.3913524500094,391231.3913524500094,0.0020821900000
781,1,MS,4.4450000000000,1,391141.7352036500233,391141.7352036500233,0.0020927600000
782,1,MS,4.5020000000000,1,391051.9485311299795,391051.9485311299795,0.0021030200000
783,1,MS,4.5350000000000,1,390962.3946670700097,390962.3946670700097,0.0021089800000
784,1,MS,4.6140000000000,1,390872.8627948000212,390872.8627948000212,0.0021233100000
785,1,MS,4.5910000000000,1,390784.2348860300262,390784.2348860300262,0.0021191300000
786,1,MS,4.5370000000000,1,390696.8224375299760,390696.8224375299760,0.0021093400000
787,1,MS,4.4860000000000,1,390610.6484480199870,390610.6484480199870,0.0021001300000
788,1,MS,4.5090000000000,1,390525.1526495399885,390525.1526495399885,0.0021042800000
789,1,MS,4.6940000000000,1,390439.1507465299801,390439.1507465299801,0.0021379200000
790,1,MS,5.0220000000000,1,390351.6278237299994,390351.6278237299994,0.0021987600000
791,1,MS,5.3790000000000,1,390262.3771762900287,390262.3771762900287,0.0022667800000
792,1,MS,5.8730000000000,1,390169.7869298500009,390169.7869298500009,0.0023640800000
793,1,MS,6.2470000000000,1,390073.8707998599857,390073.8707998599857,0.0024402700000
794,1,MS,6.5630000000000,1,389974.4843780199881,389974.4843780199881,0.0025063800000
795,1,MS,6.6530000000000,1,389872.9062856599921,389872.9062856599921,0.0025255100000
796,1,MS,6.5940000000000,1,389770.5201198299765,389770.5201198299765,0.0025129600000
797,1,MS,6.4840000000000,1,389668.0263272299781,389668.0263272299781,0.0024897000000
798,1,MS,6.3680000000000,1,389565.4676510900026,389565.4676510900026,0.0024654000000
799,1,MS,6.3440000000000,1,389461.9852307299734,389461.9852307299734,0.0024603900000
800,1,MS,6.3230000000000,1,389358.1395052199950,389358.1395052199950,0.0024560200000
801,1,MS,6.3140000000000,1,389254.2791831800132,389254.2791831800132,0.0024541500000
802,1,MS,6.3310000000000,1,389150.4840327400016,389150.4840327400016,0.0024576900000
803,1,MS,6.3240000000000,1,389047.2299629200133,389047.2299629200133,0.0024562300000
804,1,MS,6.3100000000000,1,388944.8104910100228,388944.8104910100228,0.0024533200000
805,1,MS,6.2880000000000,1,388843.4984286800027,388843.4984286800027,0.0024487600000
806,1,MS,6.3050000000000,1,388743.1736048299936,388743.1736048299936,0.0024522800000
807,1,MS,6.3760000000000,1,388643.5284735099995,388643.5284735099995,0.0024670600000
808,1,MS,6.5270000000000,1,388544.0876255800249,388544.0876255800249,0.0024987700000
809,1,MS,6.7000000000000,1,388444.8574762900244,388444.8574762900244,0.0025355500000
810,1,MS,6.7500000000000,1,388346.9466727499967,388346.9466727499967,0.0025462800000
811,1,MS,6.6890000000000,1,388251.2746893700096,388251.2746893700096,0.0025332000000
812,1,MS,6.5180000000000,1,388158.4371933200164,388158.4371933200164,0.0024968700000
813,1,MS,6.3010000000000,1,388068.4681129599921,388068.4681129599921,0.0024514500000
814,1,MS,6.2940000000000,1,387979.5616188999848,387979.5616188999848,0.0024500000000
815,1,MS,6.4520000000000,1,387890.4446115299943,387890.4446115299943,0.0024829800000
816,1,MS,6.7710000000000,1,387799.1328691800009,387799.1328691800009,0.0025507900000
817,1,MS,6.9980000000000,1,387705.4872065500240,387705.4872065500240,0.0026000800000
818,1,MS,7.3250000000000,1,387608.4081831899821,387608.4081831899821,0.0026726000000
819,1,MS,7.6200000000000,1,387507.8424975899979,387507.8424975899979,0.0027396100000
820,1,MS,7.5750000000000,1,387406.6017277800129,387406.6017277800129,0.0027292900000
821,1,MS,7.3400000000000,1,387306.4345259799738,387306.4345259799738,0.0026759700000
822,1,MS,7.1450000000000,1,387206.8386516600149,387206.8386516600149,0.0026324500000
823,1,MS,7.0500000000000,1,387106.7582451800117,387106.7582451800117,0.0026114900000
824,1,MS,7.0200000000000,1,387006.4693803000264,387006.4693803000264,0.0026049000000
825,1,MS,7.0250000000000,1,386906.1286257099709,386906.1286257099709,0.0026060000000
826,1,MS,7.0400000000000,1,386805.9527419800288,386805.9527419800288,0.0026092900000
827,1,MS,7.0070000000000,1,386706.5755886900006,386706.5755886900006,0.0026020500000
828,1,MS,6.9740000000000,1,386608.2771692500100,386608.2771692500100,0.0025948200000
829,1,MS,6.9560000000000,1,386511.1360888499767,386511.1360888499767,0.0025908900000
830,1,MS,6.9500000000000,1,386415.2937833699980,386415.2937833699980,0.0025895800000
831,1,MS,6.8890000000000,1,386321.3401455199928,386321.3401455199928,0.0025763000000
832,1,MS,6.6960000000000,1,386230.3007952200132,386230.3007952200132,0.0025347000000
833,1,MS,6.4720000000000,1,386142.3276772000245,386142.3276772000245,0.0024871800000
834,1,MS,6.4060000000000,1,386056.2351463999948,386056.2351463999948,0.0024733300000
835,1,MS,6.4310000000000,1,385971.3844125000178,385971.3844125000178,0.0024785700000
836,1,MS,6.3980000000000,1,385888.2598609499983,385888.2598609499983,0.0024716600000
837,1,MS,6.2250000000000,1,385807.7242274900200,385807.7242274900200,0.0024357300000
838,1,MS,6.3740000000000,1,385727.5785544299870,385727.5785544299870,0.0024666500000
839,1,MS,6.6590000000000,1,385646.9632867299952,385646.9632867299952,0.0025267900000
840,1,MS,7.0470000000000,1,385564.5788322400185,385564.5788322400185,0.0026108300000
841,1,MS,7.9400000000000,1,385476.1323291499866,385476.1323291499866,0.0028140200000
842,1,MS,8.8200000000000,1,385381.1954847800080,385381.1954847800080,0.0030282800000
843,1,MS,9.1550000000000,1,385283.4954719999805,385283.4954719999805,0.0031136800000
844,1,MS,9.0300000000000,1,385186.5298294199747,385186.5298294199747,0.0030815700000
845,1,MS,8.6100000000000,1,385092.2182053099968,385092.2182053099968,0.0029758400000
846,1,MS,8.0350000000000,1,385001.4149399200105,385001.4149399200105,0.0028364700000
847,1,MS,7.4350000000000,1,384913.9221011800109,384913.9221011800109,0.0026974100000
848,1,MS,6.9220000000000,1,384829.0523599300068,384829.0523599300068,0.0025834800000
849,1,MS,6.4880000000000,1,384746.7215401499998,384746.7215401499998,0.0024905500000
850,1,MS,6.0600000000000,1,384666.9774583199760,384666.9774583199760,0.0024019000000
851,1,MS,5.6430000000000,1,384589.8121722500073,384589.8121722500073,0.0023183100000
852,1,MS,5.2580000000000,1,384515.1092464399990,384515.1092464399990,0.0022435100000
853,1,MS,5.0740000000000,1,384441.6079311799840,384441.6079311799840,0.0022085500000
854,1,MS,5.1250000000000,1,384368.0692850800115,384368.0692850800115,0.0022181900000
855,1,MS,5.1730000000000,1,384294.6610257499851,384294.6610257499851,0.0022273000000
856,1,MS,5.3650000000000,1,384220.6672882200219,384220.6672882200219,0.0022640800000
857,1,MS,5.5900000000000,1,384146.0642853499739,384146.0642853499739,0.0023078800000
858,1,MS,5.7970000000000,1,384071.1418046599720,384071.1418046599720,0.0023488700000
859,1,MS,5.9530000000000,1,383996.3735332000069,383996.3735332000069,0.0023801900000
860,1,MS,6.0320000000000,1,383922.3338215299882,383922.3338215299882,0.0023962000000
861,1,MS,6.0780000000000,1,383849.2644580500200,383849.2644580500200,0.0024055700000
862,1,MS,6.2590000000000,1,383776.4010750200250,383776.4010750200250,0.0024427500000
863,1,MS,6.5740000000000,1,383703.0038067100104,383703.0038067100104,0.0025087200000
864,1,MS,6.9750000000000,1,383628.4395010300213,383628.4395010300213,0.0025950400000
865,1,MS,7.5000000000000,1,383551.6208725700271,383551.6208725700271,0.0027121700000
866,1,MS,7.8800000000000,1,383473.3771729000146,383473.3771729000146,0.0027999300000
867,1,MS,7.9850000000000,1,383395.1663215999724,383395.1663215999724,0.0028246400000
868,1,MS,8.0100000000000,1,383317.4257924699923,383317.4257924699923,0.0028305500000
869,1,MS,7.9300000000000,1,383240.7167182500125,383240.7167182500125,0.0028116700000
870,1,MS,7.7400000000000,1,383165.6834248200175,383165.6834248200175,0.0027673000000
871,1,MS,7.5750000000000,1,383091.9331829199800,383091.9331829199800,0.0027292900000
872,1,MS,7.4550000000000,1,383019.3688235100126,383019.3688235100126,0.0027019400000
873,1,MS,7.3600000000000,1,382947.8381833999883,382947.8381833999883,0.0026804700000
874,1,MS,7.2800000000000,1,382877.4452579200151,382877.4452579200151,0.0026625100000
875,1,MS,7.2000000000000,1,382808.2194508200046,382808.2194508200046,0.0026446600000
876,1,MS,7.1300000000000,1,382740.2311047799885,382740.2311047799885,0.0026291300000
877,1,MS,7.0600000000000,1,382673.5050423900248,382673.5050423900248,0.0026136900000
878,1,MS,6.9940000000000,1,382608.1338121800218,382608.1338121800218,0.0025992000000
879,1,MS,6.9180000000000,1,382544.1723790700198,382544.1723790700198,0.0025826100000
880,1,MS,6.7950000000000,1,382481.9370239499840,382481.9370239499840,0.0025559600000
881,1,MS,6.5220000000000,1,382422.1122458499740,382422.1122458499740,0.0024977200000
882,1,MS,6.2970000000000,1,382364.3999308199855,382364.3999308199855,0.0024506200000
883,1,MS,6.2270000000000,1,382307.9956815899932,382307.9956815899932,0.0024361400000
884,1,MS,6.2310000000000,1,382252.5701365999994,382252.5701365999994,0.0024369700000
885,1,MS,6.3240000000000,1,382197.7151243599947,382197.7151243599947,0.0024562300000
886,1,MS,6.5830000000000,1,382142.7431609000196,382142.7431609000196,0.0025106200000
887,1,MS,6.9660000000000,1,382087.1514032999985,382087.1514032999985,0.0025930800000
888,1,MS,7.5800000000000,1,382029.3480608999962,382029.3480608999962,0.0027304300000
889,1,MS,8.0600000000000,1,381969.1222476200201,381969.1222476200201,0.0028424000000
890,1,MS,8.4700000000000,1,381906.3984599700198,381906.3984599700198,0.0029413500000
891,1,MS,8.4750000000000,1,381842.6217724899761,381842.6217724899761,0.0029425700000
892,1,MS,7.9550000000000,1,381780.1345907999785,381780.1345907999785,0.0028175600000
893,1,MS,7.3950000000000,1,381718.7554761099746,381718.7554761099746,0.0026883600000
894,1,MS,6.9160000000000,1,381657.6651695600012,381657.6651695600012,0.0025821700000
895,1,MS,6.5600000000000,1,381595.9960733099724,381595.9960733099724,0.0025057500000
896,1,MS,6.2470000000000,1,381533.6454114699736,381533.6454114699736,0.0024402700000
897,1,MS,5.9880000000000,1,381470.8494178900146,381470.8494178900146,0.0023872700000
898,1,MS,5.8370000000000,1,381407.3605271599954,381407.3605271599954,0.0023568600000
899,1,MS,5.7690000000000,1,381343.1122621900286,381343.1122621900286,0.0023432900000
900,1,MS,5.7530000000000,1,381278.1010184399784,381278.1010184399784,0.0023401000000
901,1,MS,5.7460000000000,1,381212.5907765500015,381212.5907765500015,0.0023387100000
902,1,MS,5.7470000000000,1,381146.7595255200285,381146.7595255200285,0.0023389100000
903,1,MS,5.7770000000000,1,381080.7429456100217,381080.7429456100217,0.0023448800000
904,1,MS,5.8420000000000,1,381014.5582401099964,381014.5582401099964,0.0023578700000
905,1,MS,5.9140000000000,1,380948.3484794700053,380948.3484794700053,0.0023723300000
906,1,MS,5.9910000000000,1,380882.2128865499981,380882.2128865499981,0.0023878800000
907,1,MS,6.0520000000000,1,380816.3441760099959,380816.3441760099959,0.0024002700000
908,1,MS,6.0870000000000,1,380751.0609072999796,380751.0609072999796,0.0024074100000
909,1,MS,6.1300000000000,1,380686.3152191200061,380686.3152191200061,0.0024162000000
910,1,MS,6.2400000000000,1,380621.8621116499999,380621.8621116499999,0.0024388200000
