t,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,mineral_N_fertilization_rate
0,347,12,5.2,516.2222222,6.21490625,0.95,360,2.9,0
1,347,13,5.6,549.8888889,6.23484375,0.88,360,2.9,0
2,347,14,4.8,392.7777778,6.24171875,0.92,360,2.9,0
3,347,15,3.6,157.1111111,6.255552083,0.95,360,2.9,0
4,347,16,3.5,22.44444444,6.276395833,0.96,360,2.9,0
5,347,17,3.6,0,6.283270833,0.97,360,2.9,0
6,347,18,3.7,0,6.296802083,0.98,360,2.9,0
7,347,19,3.9,0,6.316708333,0.99,360,2.9,0
8,347,20,3.9,0,6.323270833,0.99,360,2.9,0
9,347,21,4.4,0,6.33621875,0.99,360,2.9,0
10,347,22,4.7,0,6.354895833,0.99,360,2.9,0
11,347,23,4.4,0,6.360885417,0.99,360,2.9,0
12,347,24,4.3,0,6.37234375,0.98,360,4.6,0
13,348,1,4.5,0,6.388583333,0.96,360,4.6,0
14,348,2,4.5,0,6.393833333,0.96,360,4.6,0
15,348,3,5.1,0,6.404041667,0.96,360,4.6,0
16,348,4,5.5,0,6.418114583,0.95,360,4.6,0
17,348,5,5.8,0,6.422489583,0.95,360,4.6,0
18,348,6,6.2,0,6.43090625,0.94,360,4.6,0
19,348,7,6.6,0,6.442458333,0.94,360,4.6,0
20,348,8,7.1,0,6.44603125,0.93,360,4.6,0
21,348,9,7.2,11.22222222,6.452875,0.95,360,4.6,0
22,348,10,7.7,33.66666667,6.462760417,0.95,360,4.6,0
23,348,11,7.6,33.66666667,6.465989583,0.95,360,4.6,0
24,348,12,7.7,22.44444444,6.472239583,0.95,360,4.6,0
25,348,13,7.9,44.88888889,6.481395833,0.96,360,4.6,0
26,348,14,8.3,56.11111111,6.4845,0.95,360,4.6,0
27,348,15,8.4,33.66666667,6.490927083,0.96,360,4.6,0
28,348,16,8.8,11.22222222,6.501239583,0.96,360,4.6,0
29,348,17,9.1,0,6.504833333,0.95,360,4.6,0
30,348,18,9.2,0,6.512177083,0.95,360,4.6,0
31,348,19,9.1,0,6.523666667,0.92,360,4.6,0
32,348,20,9.4,0,6.527645833,0.9,360,4.6,0
33,348,21,8.9,0,6.53590625,0.88,360,4.6,0
34,348,22,8.8,0,6.5488125,0.85,360,4.6,0
35,348,23,8.8,0,6.55309375,0.87,360,4.6,0
36,348,24,8.8,0,6.5611875,0.91,360,5.2,0
37,349,1,8.8,0,6.571791667,0.84,360,5.2,0
38,349,2,8.5,0,6.57490625,0.78,360,5.2,0
39,349,3,7.8,0,6.580666667,0.84,360,5.2,0
40,349,4,8.5,0,6.588479167,0.82,360,5.2,0
41,349,5,7.9,0,6.591020833,0.82,360,5.2,0
42,349,6,7.2,0,6.5963125,0.88,360,5.2,0
43,349,7,6.6,0,6.604864583,0.86,360,5.2,0
44,349,8,6.1,0,6.607885417,0.86,360,5.2,0
45,349,9,6.6,157.1111111,6.6141875,0.83,360,5.2,0
46,349,10,7.2,359.1111111,6.624333333,0.79,360,5.2,0
47,349,11,7.5,370.3333333,6.627875,0.79,360,5.2,0
48,349,12,8.6,594.7777778,6.635197917,0.71,360,5.2,0
49,349,13,8.8,493.7777778,6.64696875,0.7,360,5.2,0
50,349,14,8.5,314.2222222,6.65103125,0.71,360,5.2,0
51,349,15,8,213.2222222,6.659416667,0.7,360,5.2,0
52,349,16,7.5,11.22222222,6.67271875,0.72,360,5.2,0
53,349,17,6.5,0,6.677385417,0.78,360,5.2,0
54,349,18,5.8,0,6.68709375,0.82,360,5.2,0
55,349,19,5.2,0,6.702677083,0.89,360,5.2,0
56,349,20,5.6,0,6.708135417,0.88,360,5.2,0
57,349,21,5.7,0,6.719427083,0.87,360,5.2,0
58,349,22,5.7,0,6.737135417,0.87,360,5.2,0
59,349,23,5.1,0,6.743197917,0.9,360,5.2,0
60,349,24,4.6,0,6.755114583,0.92,360,4.2,0
61,350,1,4.3,0,6.771708333,0.93,360,4.2,0
62,350,2,4.1,0,6.776802083,0.93,360,4.2,0
63,350,3,4,0,6.786489583,0.94,360,4.2,0
64,350,4,4,0,6.800208333,0.95,360,4.2,0
65,350,5,3.8,0,6.80475,0.95,360,4.2,0
66,350,6,3.9,0,6.81409375,0.95,360,4.2,0
67,350,7,3.6,0,6.829020833,0.94,360,4.2,0
68,350,8,3.6,0,6.834270833,0.94,360,4.2,0
69,350,9,3.6,22.44444444,6.845020833,0.94,360,4.2,0
70,350,10,3.6,44.88888889,6.862010417,0.94,360,4.2,0
71,350,11,4.1,101,6.86790625,0.94,360,4.2,0
72,350,12,4.4,123.4444444,6.880020833,0.92,360,4.2,0
73,350,13,4.5,145.8888889,6.8991875,0.88,360,4.2,0
74,350,14,4.6,123.4444444,6.905979167,0.86,360,4.2,0
75,350,15,4.4,112.2222222,6.919802083,0.83,360,4.2,0
76,350,16,4.1,56.11111111,6.940458333,0.81,360,4.2,0
77,350,17,3.3,0,6.947208333,0.82,360,4.2,0
78,350,18,2.7,0,6.9605,0.83,360,4.2,0
79,350,19,1.8,0,6.9799375,0.85,360,4.2,0
80,350,20,1.6,0,6.98628125,0.88,360,4.2,0
81,350,21,1.5,0,6.998760417,0.89,360,4.2,0
82,350,22,0.9,0,7.017052083,0.91,360,4.2,0
83,350,23,1,0,7.023125,0.92,360,4.2,0
84,350,24,1.1,0,7.035416667,0.93,360,1.4,0
85,351,1,0.5,0,7.054291667,0.93,360,1.4,0
86,351,2,0.7,0,7.060614583,0.94,360,1.4,0
87,351,3,0.6,0,7.0730625,0.95,360,1.4,0
88,351,4,-0.3,0,7.091010417,0.96,360,1.4,0
89,351,5,-0.8,0,7.096854167,0.97,360,1.4,0
90,351,6,0,0,7.1084375,0.97,360,1.4,0
91,351,7,-0.7,0,7.125427083,0.97,360,1.4,0
92,351,8,-1,11.22222222,7.13103125,0.98,360,1.4,0
93,351,9,-0.1,145.8888889,7.142104167,0.97,360,1.4,0
94,351,10,1.3,392.7777778,7.158416667,0.97,360,1.4,0
95,351,11,2.1,505,7.163739583,0.93,360,1.4,0
96,351,12,3.2,594.7777778,7.17425,0.83,360,1.4,0
97,351,13,3.2,460.1111111,7.189572917,0.75,360,1.4,0
98,351,14,3.7,291.7777778,7.194552083,0.75,360,1.4,0
99,351,15,3.2,224.4444444,7.204260417,0.73,360,1.4,0
100,351,16,2.4,33.66666667,7.218052083,0.78,360,1.4,0
101,351,17,1.7,0,7.2224375,0.79,360,1.4,0
102,351,18,1.3,0,7.230770833,0.83,360,1.4,0
103,351,19,1.1,0,7.242145833,0.87,360,1.4,0
104,351,20,1.3,0,7.245666667,0.81,360,1.4,0
105,351,21,1.5,0,7.2523125,0.79,360,1.4,0
106,351,22,1,0,7.261354167,0.85,360,1.4,0
107,351,23,0.8,0,7.264104167,0.89,360,1.4,0
108,351,24,0.8,0,7.26925,0.89,360,2.4,0
109,352,1,0.8,0,7.276020833,0.9,360,2.4,0
110,352,2,1.1,0,7.2780625,0.9,360,2.4,0
111,352,3,0.7,0,7.281833333,0.91,360,2.4,0
112,352,4,0.6,0,7.286395833,0.91,360,2.4,0
113,352,5,0.9,0,7.287520833,0.91,360,2.4,0
114,352,6,1.2,0,7.289104167,0.88,360,2.4,0
115,352,7,1.7,0,7.289864583,0.86,360,2.4,0
116,352,8,1.9,0,7.289729167,0.83,360,2.4,0
117,352,9,2,56.11111111,7.288802083,0.83,360,2.4,0
118,352,10,2.7,168.3333333,7.285916667,0.8,360,2.4,0
119,352,11,3.8,314.2222222,7.284677083,0.76,360,2.4,0
120,352,12,4.8,303,7.281875,0.74,360,2.4,0
121,352,13,4.9,224.4444444,7.27696875,0.73,360,2.4,0
122,352,14,5.1,190.7777778,7.275239583,0.76,360,2.4,0
123,352,15,5,101,7.27190625,0.78,360,2.4,0
124,352,16,4,33.66666667,7.2671875,0.82,360,2.4,0
125,352,17,3.5,0,7.265802083,0.85,360,2.4,0
126,352,18,2.4,0,7.26346875,0.87,360,2.4,0
127,352,19,2,0,7.26103125,0.89,360,2.4,0
128,352,20,1.9,0,7.260479167,0.87,360,2.4,0
129,352,21,1.6,0,7.2598125,0.88,360,2.4,0
130,352,22,1.5,0,7.260197917,0.89,360,2.4,0
131,352,23,1.2,0,7.260666667,0.9,360,2.4,0
132,352,24,1.2,0,7.262135417,0.9,360,1.9,0
133,353,1,0.4,0,7.26521875,0.9,360,1.9,0
134,353,2,-0.2,0,7.266416667,0.91,360,1.9,0
135,353,3,-0.6,0,7.269104167,0.94,360,1.9,0
136,353,4,-0.2,0,7.274510417,0.9,360,1.9,0
137,353,5,-0.6,0,7.27678125,0.91,360,1.9,0
138,353,6,-1.3,0,7.282,0.94,360,1.9,0
139,353,7,-1.6,0,7.291510417,0.96,360,1.9,0
140,353,8,-2.1,0,7.295052083,0.97,360,1.9,0
141,353,9,-1.2,157.1111111,7.30265625,0.97,360,1.9,0
142,353,10,0.2,392.7777778,7.31540625,0.94,360,1.9,0
143,353,11,2.1,538.6666667,7.32,0.81,360,1.9,0
144,353,12,2.8,516.2222222,7.32975,0.77,360,1.9,0
145,353,13,3.4,336.6666667,7.34571875,0.75,360,1.9,0
146,353,14,3.2,336.6666667,7.351395833,0.79,360,1.9,0
147,353,15,2.9,179.5555556,7.363197917,0.81,360,1.9,0
148,353,16,1.8,44.88888889,7.381864583,0.83,360,1.9,0
149,353,17,1.3,0,7.388333333,0.85,360,1.9,0
150,353,18,0.8,0,7.401625,0.89,360,1.9,0
151,353,19,0.6,0,7.4225625,0.91,360,1.9,0
152,353,20,0.3,0,7.429802083,0.93,360,1.9,0
153,353,21,0.2,0,7.444572917,0.92,360,1.9,0
154,353,22,0.5,0,7.46725,0.91,360,1.9,0
155,353,23,0.9,0,7.474822917,0.89,360,1.9,0
156,353,24,1.6,0,7.489885417,0.93,360,3.1,0
157,354,1,1.7,0,7.512,0.96,360,3.1,0
158,354,2,1.8,0,7.519177083,0.97,360,3.1,0
159,354,3,2,0,7.53315625,0.98,360,3.1,0
160,354,4,2,0,7.553354167,0.98,360,3.1,0
161,354,5,2.4,0,7.559958333,0.99,360,3.1,0
162,354,6,2.4,0,7.5729375,0.99,360,3.1,0
163,354,7,1.3,0,7.592052083,0.99,360,3.1,0
164,354,8,1.3,0,7.598354167,1,360,3.1,0
165,354,9,1.8,112.2222222,7.610875,1,360,3.1,0
166,354,10,3.1,370.3333333,7.629385417,0.99,360,3.1,0
167,354,11,4.5,448.8888889,7.635479167,0.94,360,3.1,0
168,354,12,5.5,516.2222222,7.647541667,0.88,360,3.1,0
169,354,13,6.6,572.3333333,7.66503125,0.82,360,3.1,0
170,354,14,6.1,404,7.67071875,0.83,360,3.1,0
171,354,15,6.3,224.4444444,7.681833333,0.82,360,3.1,0
172,354,16,4.7,67.33333333,7.697854167,0.86,360,3.1,0
173,354,17,3.9,0,7.702989583,0.89,360,3.1,0
174,354,18,3.8,0,7.712947917,0.92,360,3.1,0
175,354,19,4.2,0,7.726885417,0.91,360,3.1,0
176,354,20,4.4,0,7.73128125,0.91,360,3.1,0
177,354,21,4.6,0,7.7396875,0.9,360,3.1,0
178,354,22,4.4,0,7.751166667,0.92,360,3.1,0
179,354,23,4.3,0,7.754666667,0.94,360,3.1,0
180,354,24,4.2,0,7.76128125,0.95,360,5.6,0
181,355,1,4.8,0,7.7706875,0.97,360,5.6,0
182,355,2,5,0,7.77375,0.98,360,5.6,0
183,355,3,5,0,7.779666667,0.98,360,5.6,0
184,355,4,5,0,7.787864583,0.98,360,5.6,0
185,355,5,5.3,0,7.79028125,0.98,360,5.6,0
186,355,6,5.7,0,7.79446875,0.99,360,5.6,0
187,355,7,5.7,0,7.798895833,0.99,360,5.6,0
188,355,8,5.8,0,7.79984375,0.99,360,5.6,0
189,355,9,6,33.66666667,7.801010417,0.99,360,5.6,0
190,355,10,6.5,89.77777778,7.801010417,0.99,360,5.6,0
191,355,11,7,157.1111111,7.800572917,0.99,360,5.6,0
192,355,12,7.4,179.5555556,7.799072917,0.99,360,5.6,0
193,355,13,8.3,224.4444444,7.794958333,0.98,360,5.6,0
194,355,14,8.7,134.6666667,7.792947917,0.96,360,5.6,0
195,355,15,9.1,112.2222222,7.788291667,0.94,360,5.6,0
196,355,16,8.7,22.44444444,7.780416667,0.93,360,5.6,0
197,355,17,8.4,0,7.777625,0.96,360,5.6,0
198,355,18,8.7,0,7.771791667,0.93,360,5.6,0
199,355,19,9,0,7.762395833,0.9,360,5.6,0
200,355,20,8.9,0,7.759083333,0.89,360,5.6,0
201,355,21,9.2,0,7.752291667,0.89,360,5.6,0
202,355,22,8.7,0,7.741958333,0.9,360,5.6,0
203,355,23,9,0,7.738583333,0.91,360,5.6,0
204,355,24,8.8,0,7.73221875,0.92,360,6.8,0
205,356,1,9,0,7.723979167,0.91,360,6.8,0
206,356,2,8.8,0,7.721635417,0.93,360,6.8,0
207,356,3,8.6,0,7.71775,0.96,360,6.8,0
208,356,4,8.4,0,7.71378125,0.97,360,6.8,0
209,356,5,8.8,0,7.712770833,0.98,360,6.8,0
210,356,6,8.6,0,7.710927083,0.97,360,6.8,0
211,356,7,8,0,7.708052083,0.98,360,6.8,0
212,356,8,6.9,0,7.70690625,0.97,360,6.8,0
213,356,9,6.9,11.22222222,7.704270833,0.98,360,6.8,0
214,356,10,6.8,33.66666667,7.69953125,0.98,360,6.8,0
215,356,11,6.9,78.55555556,7.697760417,0.99,360,6.8,0
216,356,12,6.9,89.77777778,7.693916667,0.98,360,6.8,0
217,356,13,7.3,89.77777778,7.68759375,0.97,360,6.8,0
218,356,14,8.1,78.55555556,7.6854375,0.97,360,6.8,0
219,356,15,8.9,33.66666667,7.681083333,0.95,360,6.8,0
220,356,16,9,11.22222222,7.674833333,0.95,360,6.8,0
221,356,17,9.3,0,7.67284375,0.95,360,6.8,0
222,356,18,9.5,0,7.669010417,0.89,360,6.8,0
223,356,19,8.9,0,7.663760417,0.9,360,6.8,0
224,356,20,8.9,0,7.662114583,0.9,360,6.8,0
225,356,21,9.2,0,7.6588125,0.9,360,6.8,0
226,356,22,9.4,0,7.653552083,0.91,360,6.8,0
227,356,23,9.9,0,7.65175,0.91,360,6.8,0
228,356,24,10.3,0,7.6480625,0.9,360,6.7,0
229,357,1,10.2,0,7.6419375,0.93,360,6.7,0
230,357,2,10.2,0,7.639625,0.93,360,6.7,0
231,357,3,9.4,0,7.6345,0.96,360,6.7,0
232,357,4,9.1,0,7.62596875,0.98,360,6.7,0
233,357,5,7.6,0,7.623052083,0.98,360,6.7,0
234,357,6,7.1,0,7.617270833,0.98,360,6.7,0
235,357,7,9.5,0,7.608427083,0.99,360,6.7,0
236,357,8,9.8,0,7.605375,0.96,360,6.7,0
237,357,9,9.4,0,7.599104167,0.89,360,6.7,0
238,357,10,9.6,33.66666667,7.589135417,0.84,360,6.7,0
239,357,11,10.3,190.7777778,7.585552083,0.83,360,6.7,0
240,357,12,10.9,235.6666667,7.578,0.78,360,6.7,0
241,357,13,10.4,224.4444444,7.565645833,0.8,360,6.7,0
242,357,14,10.7,145.8888889,7.561239583,0.79,360,6.7,0
243,357,15,10.7,89.77777778,7.551989583,0.77,360,6.7,0
244,357,16,11.1,11.22222222,7.536927083,0.77,360,6.7,0
245,357,17,11.1,0,7.5315625,0.79,360,6.7,0
246,357,18,10.9,0,7.520354167,0.83,360,6.7,0
247,357,19,10.7,0,7.502635417,0.85,360,6.7,0
248,357,20,10.4,0,7.496479167,0.89,360,6.7,0
249,357,21,9.8,0,7.4838125,0.9,360,6.7,0
250,357,22,10.2,0,7.464416667,0.89,360,6.7,0
251,357,23,10,0,7.457947917,0.92,360,6.7,0
252,357,24,9.2,0,7.445041667,0.9,360,4.6,0
253,358,1,9.4,0,7.425895833,0.85,360,4.6,0
254,358,2,9.7,0,7.419614583,0.87,360,4.6,0
255,358,3,9.6,0,7.40725,0.89,360,4.6,0
256,358,4,9.9,0,7.388854167,0.89,360,4.6,0
257,358,5,9.8,0,7.382697917,0.89,360,4.6,0
258,358,6,8.1,0,7.370385417,0.92,360,4.6,0
259,358,7,7.6,0,7.351802083,0.91,360,4.6,0
260,358,8,7.2,0,7.34559375,0.93,360,4.6,0
261,358,9,7,11.22222222,7.33309375,0.95,360,4.6,0
262,358,10,7.2,33.66666667,7.31415625,0.93,360,4.6,0
263,358,11,7.1,67.33333333,7.307791667,0.92,360,4.6,0
264,358,12,7.2,134.6666667,7.295041667,0.91,360,4.6,0
265,358,13,7,78.55555556,7.275791667,0.91,360,4.6,0
266,358,14,7,89.77777778,7.269364583,0.9,360,4.6,0
267,358,15,6.8,56.11111111,7.2565625,0.86,360,4.6,0
268,358,16,6.5,11.22222222,7.23746875,0.85,360,4.6,0
269,358,17,6,0,7.231125,0.87,360,4.6,0
270,358,18,5.4,0,7.218375,0.88,360,4.6,0
271,358,19,4.8,0,7.198697917,0.93,360,4.6,0
272,358,20,4.3,0,7.1919375,0.94,360,4.6,0
273,358,21,4.6,0,7.178041667,0.94,360,4.6,0
274,358,22,5,0,7.1561875,0.94,360,4.6,0
275,358,23,5.1,0,7.148677083,0.93,360,4.6,0
276,358,24,4.9,0,7.133364583,0.94,360,4.2,0
277,359,1,4.5,0,7.109822917,0.94,360,4.2,0
278,359,2,4.1,0,7.1018125,0.95,360,4.2,0
279,359,3,3.8,0,7.085520833,0.97,360,4.2,0
280,359,4,3.6,0,7.060177083,0.97,360,4.2,0
281,359,5,3.7,0,7.051458333,0.99,360,4.2,0
282,359,6,3.1,0,7.0335625,0.99,360,4.2,0
283,359,7,3,0,7.005510417,1,360,4.2,0
284,359,8,2.8,0,6.995822917,1,360,4.2,0
285,359,9,3.1,56.11111111,6.975916667,1,360,4.2,0
286,359,10,4.4,213.2222222,6.944864583,1,360,4.2,0
287,359,11,5.6,303,6.934291667,0.98,360,4.2,0
288,359,12,6.1,291.7777778,6.913143154,0.93,360,4.2,0
289,359,13,8.1,460.1111111,6.881045082,0.87,360,4.2,0
290,359,14,8.5,404,6.870204082,0.85,360,4.2,0
291,359,15,8.6,190.7777778,6.848370445,0.87,360,4.2,0
292,359,16,8.4,44.88888889,6.81542,0.87,360,4.2,0
293,359,17,8.3,0,6.804452191,0.87,360,4.2,0
294,359,18,7.6,0,6.782519763,0.89,360,4.2,0
295,359,19,7.6,0,6.749970703,0.88,360,4.2,0
296,359,20,7.9,0,6.739231518,0.86,360,4.2,0
297,359,21,8.3,0,6.717857143,0.82,360,4.2,0
298,359,22,7.9,0,6.686459924,0.79,360,4.2,0
299,359,23,7.8,0,6.676378327,0.8,360,4.2,0
300,359,24,7.5,0,6.656971698,0.8,360,4.3,0
301,360,1,7.1,0,6.629897388,0.81,360,4.3,0
302,360,2,7.2,0,6.621384758,0.8,360,4.3,0
303,360,3,7.2,0,6.605073801,0.79,360,4.3,0
304,360,4,8.2,0,6.582472628,0.76,360,4.3,0
305,360,5,8.4,0,6.575536364,0.76,360,4.3,0
306,360,6,8.5,0,6.562527076,0.75,360,4.3,0
307,360,7,8.7,0,6.545267857,0.75,360,4.3,0
308,360,8,9.3,0,6.540151246,0.73,360,4.3,0
309,360,9,9.3,33.66666667,6.530848057,0.74,360,4.3,0
310,360,10,9.6,89.77777778,6.519038462,0.74,360,4.3,0
311,360,11,9.5,134.6666667,6.515679443,0.76,360,4.3,0
312,360,12,9.6,123.4444444,6.516258681,0.78,360,4.3,0
313,360,13,9.8,145.8888889,6.528559028,0.77,360,4.3,0
314,360,14,9.8,134.6666667,6.533133681,0.76,360,4.3,0
315,360,15,9.7,78.55555556,6.543029514,0.75,360,4.3,0
316,360,16,9.7,11.22222222,6.559791667,0.76,360,4.3,0
317,360,17,9.6,0,6.565859375,0.77,360,4.3,0
318,360,18,9.3,0,6.578654514,0.8,360,4.3,0
319,360,19,9.5,0,6.599548611,0.8,360,4.3,0
320,360,20,9.1,0,6.606970486,0.81,360,4.3,0
321,360,21,8.7,0,6.622430556,0.85,360,4.3,0
322,360,22,8.6,0,6.646883681,0.88,360,4.3,0
323,360,23,8.6,0,6.655173611,0.92,360,4.3,0
324,360,24,8.5,0,6.671597222,0.94,360,5.3,0
325,361,1,8.4,0,6.695373264,0.94,360,5.3,0
326,361,2,8.3,0,6.703038194,0.95,360,5.3,0
327,361,3,8.3,0,6.717977431,0.95,360,5.3,0
328,361,4,8,0,6.739565972,0.94,360,5.3,0
329,361,5,8.2,0,6.746657986,0.94,360,5.3,0
330,361,6,8.1,0,6.760911458,0.94,360,5.3,0
331,361,7,7.8,0,6.782612847,0.94,360,5.3,0
332,361,8,7.6,0,6.789973958,0.94,360,5.3,0
333,361,9,7.9,22.44444444,6.804800347,0.93,360,5.3,0
334,361,10,8.2,89.77777778,6.826883681,0.91,360,5.3,0
335,361,11,8.8,190.7777778,6.834192708,0.87,360,5.3,0
336,361,12,8.8,224.4444444,6.848723958,0.85,360,5.3,0
337,361,13,9.2,168.3333333,6.870078125,0.84,360,5.3,0
338,361,14,9.9,280.5555556,6.87703125,0.8,360,5.3,0
339,361,15,9.9,179.5555556,6.890807292,0.79,360,5.3,0
340,361,16,10.1,101,6.910998264,0.73,360,5.3,0
341,361,17,10.3,0,6.917630208,0.74,360,5.3,0
342,361,18,9.9,0,6.930868056,0.74,360,5.3,0
343,361,19,10,0,6.950668403,0.72,360,5.3,0
344,361,20,9.7,0,6.957213542,0.72,360,5.3,0
345,361,21,9.7,0,6.970364583,0.71,360,5.3,0
346,361,22,9.7,0,6.990512153,0.7,360,5.3,0
347,361,23,9.3,0,6.997326389,0.71,360,5.3,0
348,361,24,9.4,0,7.011067708,0.74,360,3.1,0
349,1,1,8.9,0,7.032248264,0.76,360,3.1,0
350,1,2,9.1,0,7.039444444,0.76,360,3.1,0
351,1,3,8.6,0,7.053897569,0.77,360,3.1,0
352,1,4,8.2,0,7.075737847,0.77,360,3.1,0
353,1,5,7.5,0,7.083064236,0.8,360,3.1,0
354,1,6,7.2,0,7.097725694,0.81,360,3.1,0
355,1,7,6.9,0,7.119869792,0.82,360,3.1,0
356,1,8,6.9,0,7.127256944,0.85,360,3.1,0
357,1,9,7.7,101,7.142109375,0.84,360,3.1,0
358,1,10,8.9,269.3333333,7.164505208,0.81,360,3.1,0
359,1,11,9.2,460.1111111,7.172057292,0.79,360,3.1,0
360,1,12,9.5,280.5555556,7.187317708,0.78,360,3.1,0
361,1,13,9.4,224.4444444,7.210625,0.78,360,3.1,0
362,1,14,10.4,370.3333333,7.218489583,0.76,360,3.1,0
363,1,15,10.2,291.7777778,7.234357639,0.77,360,3.1,0
364,1,16,9,67.33333333,7.258715278,0.85,360,3.1,0
365,1,17,7.8,0,7.267048611,0.89,360,3.1,0
366,1,18,7.8,0,7.283880208,0.89,360,3.1,0
367,1,19,8,0,7.309210069,0.83,360,3.1,0
368,1,20,7.3,0,7.317717014,0.86,360,3.1,0
369,1,21,7.4,0,7.334852431,0.89,360,3.1,0
370,1,22,7,0,7.360434028,0.9,360,3.1,0
371,1,23,6.6,0,7.368888889,0.93,360,3.1,0
372,1,24,6.7,0,7.385789931,0.92,360,6.1,0
373,2,1,7,0,7.410885417,0.93,360,6.1,0
374,2,2,7.2,0,7.419105903,0.91,360,6.1,0
375,2,3,7.9,0,7.435460069,0.88,360,6.1,0
376,2,4,7.6,0,7.459956597,0.88,360,6.1,0
377,2,5,7.5,0,7.468177083,0.88,360,6.1,0
378,2,6,7.5,0,7.484704861,0.88,360,6.1,0
379,2,7,7.4,0,7.509965278,0.88,360,6.1,0
380,2,8,7,0,7.518532986,0.92,360,6.1,0
381,2,9,7.4,11.22222222,7.535885417,0.89,360,6.1,0
382,2,10,7.7,56.11111111,7.562352431,0.89,360,6.1,0
383,2,11,8.1,101,7.571215278,0.9,360,6.1,0
384,2,12,8.6,179.5555556,7.588854167,0.88,360,6.1,0
385,2,13,9.1,291.7777778,7.615225694,0.87,360,6.1,0
386,2,14,9.9,314.2222222,7.623967014,0.82,360,6.1,0
387,2,15,9.5,224.4444444,7.641258681,0.82,360,6.1,0
388,2,16,8.6,44.88888889,7.666710069,0.87,360,6.1,0
389,2,17,8.4,0,7.675026042,0.9,360,6.1,0
390,2,18,5,0,7.691328125,0.96,360,6.1,0
391,2,19,5.3,0,7.715008681,0.94,360,6.1,0
392,2,20,4.9,0,7.722743056,0.94,360,6.1,0
393,2,21,5.2,0,7.738081597,0.91,360,6.1,0
394,2,22,5.5,0,7.760954861,0.88,360,6.1,0
395,2,23,5.6,0,7.768611111,0.88,360,6.1,0
396,2,24,5.4,0,7.784175347,0.88,360,6.6,0
397,3,1,4.7,0,7.808272569,0.88,360,6.6,0
398,3,2,4.2,0,7.816553819,0.9,360,6.6,0
399,3,3,4.7,0,7.833611111,0.9,360,6.6,0
400,3,4,5.1,0,7.860477431,0.9,360,6.6,0
401,3,5,5.6,0,7.869557292,0.92,360,6.6,0
402,3,6,6,0,7.887881944,0.94,360,6.6,0
403,3,7,6.4,0,7.91546875,0.94,360,6.6,0
404,3,8,7.2,0,7.924626736,0.95,360,6.6,0
405,3,9,8,33.66666667,7.942890625,0.95,360,6.6,0
406,3,10,9.1,67.33333333,7.970095486,0.94,360,6.6,0
407,3,11,11.1,101,7.979071181,0.86,360,6.6,0
408,3,12,11.3,381.5555556,8.000452962,0.68,360,6.6,0
409,3,13,10.2,213.2222222,8.038609155,0.71,360,6.6,0
410,3,14,9.8,235.6666667,8.051519435,0.7,360,6.6,0
411,3,15,9.3,246.8888889,8.077642349,0.7,360,6.6,0
412,3,16,8.8,145.8888889,8.117446043,0.71,360,6.6,0
413,3,17,7.4,0,8.130929603,0.8,360,6.6,0
414,3,18,7.4,0,8.158363636,0.8,360,6.6,0
415,3,19,7.6,0,8.200643382,0.79,360,6.6,0
416,3,20,7.2,0,8.215009225,0.87,360,6.6,0
417,3,21,7.3,0,8.244200743,0.91,360,6.6,0
418,3,22,7.5,0,8.289257519,0.9,360,6.6,0
419,3,23,7.8,0,8.304433962,0.91,360,6.6,0
420,3,24,8.1,0,8.334714829,0.93,360,6,0
421,4,1,8.8,0,8.379605769,0.96,360,6,0
422,4,2,9.5,0,8.394584942,0.96,360,6,0
423,4,3,10.5,0,8.424620623,0.97,360,6,0
424,4,4,11.8,0,8.46976378,0.96,360,6,0
425,4,5,12.1,0,8.484812253,0.94,360,6,0
426,4,6,11.9,0,8.515039841,0.95,360,6,0
427,4,7,11.9,0,8.56046371,0.94,360,6,0
428,4,8,12.1,0,8.575526316,0.94,360,6,0
429,4,9,12.4,67.33333333,8.605387755,0.91,360,6,0
430,4,10,12.4,157.1111111,8.649421488,0.92,360,6,0
431,4,11,12.9,134.6666667,8.663744813,0.91,360,6,0
432,4,12,13.3,213.2222222,8.674958333,0.9,360,6,0
433,4,13,13.5,303,8.66465625,0.89,360,6,0
434,4,14,13.4,168.3333333,8.660697917,0.89,360,6,0
435,4,15,13.3,78.55555556,8.652010417,0.9,360,6,0
436,4,16,12.6,22.44444444,8.637145833,0.92,360,6,0
437,4,17,12.7,0,8.631739583,0.93,360,6,0
438,4,18,12.5,0,8.62028125,0.93,360,6,0
439,4,19,12.6,0,8.601510417,0.92,360,6,0
440,4,20,12.6,0,8.594854167,0.91,360,6,0
441,4,21,12.5,0,8.58096875,0.92,360,6,0
442,4,22,12.5,0,8.558770833,0.92,360,6,0
443,4,23,12.4,0,8.551083333,0.93,360,6,0
444,4,24,12.2,0,8.535333333,0.93,360,2.8,0
445,5,1,12.2,0,8.510947917,0.91,360,2.8,0
446,5,2,10.9,0,8.502604167,0.91,360,2.8,0
447,5,3,10.4,0,8.485635417,0.91,360,2.8,0
448,5,4,9.5,0,8.45996875,0.92,360,2.8,0
449,5,5,8.9,0,8.451354167,0.93,360,2.8,0
450,5,6,7.9,0,8.434041667,0.96,360,2.8,0
