t,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind,mineral_N_fertilization_rate
2525,91,17,19.4,482.5555556,9.647885417,0.47,360,2.6,0
2526,91,18,16.2,123.4444444,9.644375,0.56,360,2.6,0
2527,91,19,14.8,0,9.63825,0.56,360,2.6,0
2528,91,20,13.5,0,9.63603125,0.61,360,2.6,0
2529,91,21,13.4,0,9.631385417,0.63,360,2.6,0
2530,91,22,14.3,0,9.62428125,0.56,360,2.6,0
2531,91,23,13.5,0,9.621947917,0.63,360,2.6,0
2532,91,24,12.5,0,9.6173125,0.7,360,2,0
2533,92,1,11.3,0,9.61065625,0.79,360,2,0
2534,92,2,10.9,0,9.608614583,0.84,360,2,0
2535,92,3,10.3,0,9.604822917,0.9,360,2,0
2536,92,4,9.9,0,9.599666667,0.93,360,2,0
2537,92,5,9.7,0,9.598020833,0.94,360,2,0
2538,92,6,9.6,11.22222222,9.594791667,0.93,360,2,0
2539,92,7,9.7,78.55555556,9.590072917,0.92,360,2,0
2540,92,8,10.6,437.6666667,9.588489583,0.84,360,2,0
2541,92,9,13.5,864.1111111,9.585354167,0.73,360,2,0
2542,92,10,14.8,1268.111111,9.58046875,0.63,360,2,0
2543,92,11,15.4,1122.222222,9.57875,0.65,360,2,0
2544,92,12,17.1,1369.111111,9.575104167,0.55,360,2,0
2545,92,13,17.1,1088.555556,9.5694375,0.5,360,2,0
2546,92,14,18.7,1223.222222,9.567458333,0.54,360,2,0
2547,92,15,16.3,864.1111111,9.563416667,0.58,360,2,0
2548,92,16,17.3,347.8888889,9.556989583,0.56,360,2,0
2549,92,17,16,168.3333333,9.554729167,0.53,360,2,0
2550,92,18,15.3,44.88888889,9.550020833,0.58,360,2,0
2551,92,19,14.6,0,9.542604167,0.62,360,2,0
2552,92,20,14.2,0,9.540052083,0.64,360,2,0
2553,92,21,12.7,0,9.534708333,0.75,360,2,0
2554,92,22,12.3,0,9.518604167,0.79,360,2,0
2555,92,23,11.9,0,9.516083333,0.86,360,2,0
2556,92,24,11.8,0,9.51159375,0.87,360,2.8,0
2557,93,1,11.2,0,9.506822917,0.92,360,2.8,0
2558,93,2,11.1,0,9.505770833,0.94,360,2.8,0
2559,93,3,11,0,9.504427083,0.95,360,2.8,0
2560,93,4,10.8,0,9.5041875,0.95,360,2.8,0
2561,93,5,10.7,0,9.504479167,0.95,360,2.8,0
2562,93,6,10.6,0,9.50553125,0.96,360,2.8,0
2563,93,7,10.7,33.66666667,9.507989583,0.96,360,2.8,0
2564,93,8,11.1,157.1111111,9.50896875,0.94,360,2.8,0
2565,93,9,11.1,168.3333333,9.51115625,0.95,360,2.8,0
2566,93,10,11.5,258.1111111,9.515083333,0.96,360,2.8,0
2567,93,11,12,303,9.51659375,0.94,360,2.8,0
2568,93,12,13,426.4444444,9.519885417,0.94,360,2.8,0
2569,93,13,13.5,415.2222222,9.525104167,0.92,360,2.8,0
2570,93,14,14.7,336.6666667,9.5269375,0.92,360,2.8,0
2571,93,15,15.7,426.4444444,9.530729167,0.87,360,2.8,0
2572,93,16,15,190.7777778,9.53675,0.94,360,2.8,0
2573,93,17,14.4,235.6666667,9.53884375,0.87,360,2.8,0
2574,93,18,13.6,112.2222222,9.543197917,0.87,360,2.8,0
2575,93,19,12,0,9.550322917,0.92,360,2.8,0
2576,93,20,12.5,0,9.552864583,0.94,360,2.8,0
2577,93,21,11,0,9.558145833,0.87,360,2.8,0
2578,93,22,11.1,0,9.56584375,0.92,360,2.8,0
2579,93,23,11.2,0,9.56809375,0.9,360,2.8,0
2580,93,24,10.2,0,9.572052083,0.93,360,1.9,0
2581,94,1,10.4,0,9.577822917,0.92,360,1.9,0
2582,94,2,10.3,0,9.57978125,0.91,360,1.9,0
2583,94,3,10.1,0,9.583760417,0.92,360,1.9,0
2584,94,4,10.2,0,9.59015625,0.93,360,1.9,0
2585,94,5,10,0,9.592333333,0.93,360,1.9,0
2586,94,6,9.8,11.22222222,9.596770833,0.93,360,1.9,0
2587,94,7,10.3,56.11111111,9.60375,0.91,360,1.9,0
2588,94,8,10.9,157.1111111,9.60615625,0.87,360,1.9,0
2589,94,9,11.2,258.1111111,9.611125,0.9,360,1.9,0
2590,94,10,11.5,258.1111111,9.618885417,0.89,360,1.9,0
2591,94,11,12,336.6666667,9.621520833,0.89,360,1.9,0
2592,94,12,12.6,448.8888889,9.626802083,0.83,360,1.9,0
2593,94,13,12.5,303,9.634572917,0.86,360,1.9,0
2594,94,14,12.8,415.2222222,9.63709375,0.84,360,1.9,0
2595,94,15,14.2,527.4444444,9.642052083,0.8,360,1.9,0
2596,94,16,13.5,213.2222222,9.649447917,0.81,360,1.9,0
2597,94,17,13.6,112.2222222,9.651895833,0.77,360,1.9,0
2598,94,18,12.6,168.3333333,9.656697917,0.8,360,1.9,0
2599,94,19,12.1,11.22222222,9.663854167,0.84,360,1.9,0
2600,94,20,11,0,9.666260417,0.89,360,1.9,0
2601,94,21,11,0,9.671260417,0.9,360,1.9,0
2602,94,22,10.9,0,9.679875,0.91,360,1.9,0
2603,94,23,11.3,0,9.68321875,0.9,360,1.9,0
2604,94,24,11.3,0,9.690645833,0.83,360,2.4,0
2605,95,1,11.6,0,9.703114583,0.83,360,2.4,0
2606,95,2,11.6,0,9.7075625,0.84,360,2.4,0
2607,95,3,11.5,0,9.716958333,0.85,360,2.4,0
2608,95,4,11.3,0,9.7323125,0.89,360,2.4,0
2609,95,5,11.6,0,9.737729167,0.86,360,2.4,0
2610,95,6,11.6,11.22222222,9.748885417,0.86,360,2.4,0
2611,95,7,11.6,123.4444444,9.766447917,0.88,360,2.4,0
2612,95,8,14.3,561.1111111,9.7725,0.82,360,2.4,0
2613,95,9,15.3,920.2222222,9.784791667,0.81,360,2.4,0
2614,95,10,17.1,976.3333333,9.803322917,0.76,360,2.4,0
2615,95,11,17.1,1077.333333,9.809458333,0.71,360,2.4,0
2616,95,12,17.4,1111,9.821708333,0.68,360,2.4,0
2617,95,13,18,1223.222222,9.839864583,0.69,360,2.4,0
2618,95,14,18.7,1268.111111,9.84584375,0.68,360,2.4,0
2619,95,15,18.9,1054.888889,9.857677083,0.68,360,2.4,0
2620,95,16,18.7,875.3333333,9.874989583,0.67,360,2.4,0
2621,95,17,18,505,9.88065625,0.69,360,2.4,0
2622,95,18,17.4,134.6666667,9.891791667,0.73,360,2.4,0
2623,95,19,17,11.22222222,9.908104167,0.74,360,2.4,0
2624,95,20,16.8,0,9.91353125,0.73,360,2.4,0
2625,95,21,16.5,0,9.924375,0.73,360,2.4,0
2626,95,22,16.4,0,9.940645833,0.73,360,2.4,0
2627,95,23,15.2,0,9.946072917,0.78,360,2.4,0
2628,95,24,14.5,0,9.957197917,0.83,360,3,0
2629,96,1,14,0,9.974260417,0.85,360,3,0
2630,96,2,13.2,0,9.979979167,0.88,360,3,0
2631,96,3,13.1,0,9.991552083,0.88,360,3,0
2632,96,4,12.4,0,10.0093125,0.9,360,3,0
2633,96,5,12,0,10.01535417,0.91,360,3,0
2634,96,6,11.4,11.22222222,10.02757292,0.91,360,3,0
2635,96,7,14.1,325.4444444,10.05033333,0.87,360,3,0
2636,96,8,14.7,392.7777778,10.05654167,0.76,360,3,0
2637,96,9,16.7,796.7777778,10.06896875,0.65,360,3,0
2638,96,10,17.5,1122.222222,10.08747917,0.68,360,3,0
2639,96,11,17.3,1290.555556,10.09359375,0.7,360,3,0
2640,96,12,14.5,796.7777778,10.10572917,0.75,360,3,0
2641,96,13,14.8,1043.666667,10.12367708,0.73,360,3,0
2642,96,14,15.8,864.1111111,10.12960417,0.71,360,3,0
2643,96,15,16.6,875.3333333,10.14391667,0.67,360,3,0
2644,96,16,15.7,538.6666667,10.16123958,0.75,360,3,0
2645,96,17,15.3,269.3333333,10.17021875,0.76,360,3,0
2646,96,18,14.1,179.5555556,10.18139583,0.8,360,3,0
2647,96,19,13.9,11.22222222,10.19775,0.84,360,3,0
2648,96,20,12.6,0,10.203125,0.76,360,3,0
2649,96,21,11.7,0,10.21390625,0.7,360,3,0
2650,96,22,11.3,0,10.23002083,0.66,360,3,0
2651,96,23,10.1,0,10.23538542,0.77,360,3,0
2652,96,24,9.8,0,10.24627083,0.81,360,3.6,0
2653,97,1,9.3,0,10.26344792,0.84,360,3.6,0
2654,97,2,9.5,0,10.26944792,0.87,360,3.6,0
2655,97,3,9.2,0,10.28197917,0.86,360,3.6,0
2656,97,4,9.2,0,10.30190625,0.87,360,3.6,0
2657,97,5,8.4,0,10.30891667,0.9,360,3.6,0
2658,97,6,8.3,11.22222222,10.32351042,0.93,360,3.6,0
2659,97,7,8.8,269.3333333,10.34629167,0.87,360,3.6,0
2660,97,8,9.2,437.6666667,10.35396875,0.84,360,3.6,0
2661,97,9,10,448.8888889,10.36935417,0.84,360,3.6,0
2662,97,10,10.9,426.4444444,10.39235417,0.81,360,3.6,0
2663,97,11,11.3,684.5555556,10.39991667,0.7,360,3.6,0
2664,97,12,12,1144.666667,10.41476042,0.69,360,3.6,0
2665,97,13,13.1,1010,10.43629167,0.63,360,3.6,0
2666,97,14,12.7,650.8888889,10.44326042,0.66,360,3.6,0
2667,97,15,11.6,437.6666667,10.45676042,0.65,360,3.6,0
2668,97,16,11.5,606,10.47588542,0.62,360,3.6,0
2669,97,17,10.4,157.1111111,10.48198958,0.62,360,3.6,0
2670,97,18,9.7,44.88888889,10.49391667,0.7,360,3.6,0
2671,97,19,9.5,11.22222222,10.51097917,0.73,360,3.6,0
2672,97,20,9.4,0,10.5165,0.72,360,3.6,0
2673,97,21,8.8,0,10.52752083,0.78,360,3.6,0
2674,97,22,8.8,0,10.55190625,0.79,360,3.6,0
2675,97,23,7.8,0,10.55714583,0.82,360,3.6,0
2676,97,24,7.2,0,10.56676042,0.86,360,1.7,0
2677,98,1,6.3,0,10.57879167,0.89,360,1.7,0
2678,98,2,6.6,0,10.58213542,0.9,360,1.7,0
2679,98,3,6.2,0,10.58784375,0.91,360,1.7,0
2680,98,4,4.4,0,10.5945,0.93,360,1.7,0
2681,98,5,3.8,0,10.596375,0.94,360,1.7,0
2682,98,6,4.1,44.88888889,10.59971875,0.95,360,1.7,0
2683,98,7,6.6,314.2222222,10.60401042,0.97,360,1.7,0
2684,98,8,9.1,673.3333333,10.60525,0.89,360,1.7,0
2685,98,9,10.9,931.4444444,10.60740625,0.82,360,1.7,0
2686,98,10,13.3,1346.666667,10.61,0.73,360,1.7,0
2687,98,11,12.4,965.1111111,10.61067708,0.71,360,1.7,0
2688,98,12,13.2,920.2222222,10.61167708,0.67,360,1.7,0
2689,98,13,13.4,942.6666667,10.61234375,0.65,360,1.7,0
2690,98,14,13.9,617.2222222,10.61229167,0.62,360,1.7,0
2691,98,15,14.8,684.5555556,10.61183333,0.6,360,1.7,0
2692,98,16,14,516.2222222,10.61019792,0.61,360,1.7,0
2693,98,17,13.9,448.8888889,10.60939583,0.59,360,1.7,0
2694,98,18,11.9,145.8888889,10.60738542,0.71,360,1.7,0
2695,98,19,10,22.44444444,10.60340625,0.76,360,1.7,0
2696,98,20,9.6,0,10.601875,0.8,360,1.7,0
2697,98,21,9,0,10.59858333,0.85,360,1.7,0
2698,98,22,9,0,10.59377083,0.86,360,1.7,0
2699,98,23,8.7,0,10.59244792,0.86,360,1.7,0
2700,98,24,6.4,0,10.5903125,0.89,360,0.9,0
2701,99,1,6.3,0,10.58840625,0.91,360,0.9,0
2702,99,2,5.1,0,10.58814583,0.94,360,0.9,0
2703,99,3,4.5,0,10.58821875,0.96,360,0.9,0
2704,99,4,4.2,0,10.58957292,0.97,360,0.9,0
2705,99,5,3.4,0,10.59023958,0.98,360,0.9,0
2706,99,6,3.3,44.88888889,10.59158333,0.99,360,0.9,0
2707,99,7,6.1,291.7777778,10.59332292,1,360,0.9,0
2708,99,8,9.1,594.7777778,10.59380208,0.95,360,0.9,0
2709,99,9,12,953.8888889,10.59458333,0.75,360,0.9,0
2710,99,10,12.9,1268.111111,10.59552083,0.68,360,0.9,0
2711,99,11,14.4,1481.333333,10.59582292,0.64,360,0.9,0
2712,99,12,15.8,1616,10.59655208,0.57,360,0.9,0
2713,99,13,15.7,1604.777778,10.59816667,0.53,360,0.9,0
2714,99,14,16.8,1481.333333,10.59891667,0.51,360,0.9,0
2715,99,15,17.1,1245.666667,10.60069792,0.49,360,0.9,0
2716,99,16,17,953.8888889,10.60404167,0.49,360,0.9,0
2717,99,17,16.7,606,10.60536458,0.53,360,0.9,0
2718,99,18,15.8,235.6666667,10.60838542,0.56,360,0.9,0
2719,99,19,14,11.22222222,10.61369792,0.6,360,0.9,0
2720,99,20,12.4,0,10.61566667,0.67,360,0.9,0
2721,99,21,10.3,0,10.61978125,0.75,360,0.9,0
2722,99,22,8.5,0,10.62609375,0.87,360,0.9,0
2723,99,23,9,0,10.62820833,0.92,360,0.9,0
2724,99,24,8.5,0,10.6325625,0.94,360,2.3,0
2725,100,1,8,0,10.6390625,0.96,360,2.3,0
2726,100,2,7.7,0,10.6411875,0.98,360,2.3,0
2727,100,3,8.5,0,10.64527083,0.99,360,2.3,0
2728,100,4,8.5,0,10.65075,0.99,360,2.3,0
2729,100,5,8.6,0,10.65236458,1,360,2.3,0
2730,100,6,8.9,11.22222222,10.65532292,1,360,2.3,0
2731,100,7,9.1,56.11111111,10.65934375,1,360,2.3,0
2732,100,8,9.5,89.77777778,10.660625,0.98,360,2.3,0
2733,100,9,9.7,235.6666667,10.66304167,0.96,360,2.3,0
2734,100,10,10.4,437.6666667,10.66645833,0.86,360,2.3,0
2735,100,11,11,572.3333333,10.66758333,0.8,360,2.3,0
2736,100,12,11.8,886.5555556,10.66975,0.77,360,2.3,0
2737,100,13,13,1616,10.673,0.74,360,2.3,0
2738,100,14,14,1492.555556,10.67405208,0.72,360,2.3,0
2739,100,15,13,1066.111111,10.67614583,0.76,360,2.3,0
2740,100,16,12.7,258.1111111,10.67923958,0.79,360,2.3,0
2741,100,17,12.1,123.4444444,10.68025,0.83,360,2.3,0
2742,100,18,11.4,44.88888889,10.68228125,0.84,360,2.3,0
2743,100,19,11,11.22222222,10.68539583,0.87,360,2.3,0
2744,100,20,9.5,0,10.68648958,0.95,360,2.3,0
2745,100,21,9.8,0,10.68888542,0.93,360,2.3,0
2746,100,22,8.5,0,10.69316667,0.89,360,2.3,0
2747,100,23,6.6,0,10.69483333,0.9,360,2.3,0
2748,100,24,6,0,10.69847917,0.93,360,2.5,0
2749,101,1,5.8,0,10.70501042,0.96,360,2.5,0
2750,101,2,5.1,0,10.70755208,0.96,360,2.5,0
2751,101,3,4.8,0,10.71319792,0.97,360,2.5,0
2752,101,4,4.5,0,10.72286458,0.98,360,2.5,0
2753,101,5,4.2,0,10.72636458,0.99,360,2.5,0
2754,101,6,4.3,44.88888889,10.73377083,0.99,360,2.5,0
2755,101,7,6.5,359.1111111,10.7455625,0.98,360,2.5,0
2756,101,8,8.8,718.2222222,10.74960417,0.89,360,2.5,0
2757,101,9,9.9,841.6666667,10.75779167,0.79,360,2.5,0
2758,101,10,9.3,1066.111111,10.76985417,0.74,360,2.5,0
2759,101,11,10.6,1021.222222,10.77382292,0.65,360,2.5,0
2760,101,12,10.5,516.2222222,10.78157292,0.62,360,2.5,0
2761,101,13,11.1,482.5555556,10.79278125,0.64,360,2.5,0
2762,101,14,12.1,976.3333333,10.79639583,0.59,360,2.5,0
2763,101,15,12.2,796.7777778,10.80344792,0.56,360,2.5,0
2764,101,16,13.4,684.5555556,10.813625,0.49,360,2.5,0
2765,101,17,12.5,695.7777778,10.81691667,0.49,360,2.5,0
2766,101,18,11,258.1111111,10.82335417,0.54,360,2.5,0
2767,101,19,8.9,11.22222222,10.83261458,0.67,360,2.5,0
2768,101,20,8.6,0,10.8356875,0.67,360,2.5,0
2769,101,21,6.3,0,10.8418125,0.77,360,2.5,0
2770,101,22,5.7,0,10.85110417,0.84,360,2.5,0
2771,101,23,5.4,0,10.85430208,0.86,360,2.5,0
2772,101,24,6.1,0,10.86067708,0.83,360,5.3,0
2773,102,1,6.6,0,10.86910417,0.8,360,5.3,0
2774,102,2,7.2,0,10.87154167,0.76,360,5.3,0
2775,102,3,7.4,0,10.87571875,0.8,360,5.3,0
2776,102,4,7.4,0,10.88072917,0.86,360,5.3,0
2777,102,5,7.4,0,10.88207292,0.95,360,5.3,0
2778,102,6,8,11.22222222,10.88436458,0.96,360,5.3,0
2779,102,7,8.4,89.77777778,10.88744792,0.96,360,5.3,0
2780,102,8,9.2,190.7777778,10.88851042,0.97,360,5.3,0
2781,102,9,11.3,572.3333333,10.89069792,0.86,360,5.3,0
2782,102,10,11.9,976.3333333,10.89432292,0.7,360,5.3,0
2783,102,11,10.8,1234.444444,10.89569792,0.68,360,5.3,0
2784,102,12,12.2,1447.666667,10.89886458,0.65,360,5.3,0
2785,102,13,12.8,1032.444444,10.90446875,0.69,360,5.3,0
2786,102,14,11.4,987.5555556,10.90654167,0.75,360,5.3,0
2787,102,15,11,774.3333333,10.91109375,0.77,360,5.3,0
2788,102,16,9.9,572.3333333,10.91878125,0.73,360,5.3,0
2789,102,17,8.4,246.8888889,10.9215,0.84,360,5.3,0
2790,102,18,7.9,280.5555556,10.92707292,0.85,360,5.3,0
2791,102,19,7.5,22.44444444,10.93622917,0.87,360,5.3,0
2792,102,20,7.1,0,10.93951042,0.91,360,5.3,0
2793,102,21,7,0,10.94625,0.91,360,5.3,0
2794,102,22,7.2,0,10.95658333,0.9,360,5.3,0
2795,102,23,7.2,0,10.96011458,0.94,360,5.3,0
2796,102,24,6.9,0,10.96747917,0.95,360,4.7,0
2797,103,1,6.4,0,10.979375,0.95,360,4.7,0
2798,103,2,6.4,0,10.9836875,0.96,360,4.7,0
2799,103,3,6.6,0,10.99290625,0.96,360,4.7,0
2800,103,4,6.6,0,11.007875,0.94,360,4.7,0
2801,103,5,6.8,0,11.01302083,0.95,360,4.7,0
2802,103,6,7,78.55555556,11.0235,0.86,360,4.7,0
2803,103,7,7.1,280.5555556,11.03960417,0.84,360,4.7,0
2804,103,8,8.1,639.6666667,11.0450625,0.76,360,4.7,0
2805,103,9,8.2,864.1111111,11.05621875,0.75,360,4.7,0
2806,103,10,9.7,1054.888889,11.07294792,0.68,360,4.7,0
2807,103,11,8.7,527.4444444,11.0785,0.82,360,4.7,0
2808,103,12,8.3,1133.444444,11.08963542,0.7,360,4.7,0
2809,103,13,10.7,1313,11.10627083,0.65,360,4.7,0
2810,103,14,11,1481.333333,11.11177083,0.51,360,4.7,0
2811,103,15,7.4,336.6666667,11.1224375,0.76,360,4.7,0
2812,103,16,7.4,347.8888889,11.13745833,0.75,360,4.7,0
2813,103,17,8.5,583.5555556,11.1421875,0.51,360,4.7,0
2814,103,18,7.2,190.7777778,11.15116667,0.59,360,4.7,0
2815,103,19,5.4,33.66666667,11.16329167,0.71,360,4.7,0
2816,103,20,3.5,0,11.16703125,0.79,360,4.7,0
2817,103,21,3.1,0,11.1741875,0.88,360,4.7,0
2818,103,22,3.4,0,11.18392708,0.93,360,4.7,0
2819,103,23,3.5,0,11.186875,0.95,360,4.7,0
2820,103,24,3.4,0,11.19238542,0.95,360,1.5,0
2821,104,1,3,0,11.19878125,0.96,360,1.5,0
2822,104,2,3.3,0,11.2003125,0.96,360,1.5,0
2823,104,3,3.5,0,11.20271875,0.96,360,1.5,0
2824,104,4,3.3,0,11.20466667,0.96,360,1.5,0
2825,104,5,3.4,0,11.20488542,0.97,360,1.5,0
2826,104,6,2.2,0,11.20501042,0.97,360,1.5,0
2827,104,7,1.8,67.33333333,11.20427083,0.98,360,1.5,0
2828,104,8,2.2,134.6666667,11.20378125,0.99,360,1.5,0
2829,104,9,2.4,123.4444444,11.20253125,0.99,360,1.5,0
2830,104,10,2.8,190.7777778,11.19947917,1,360,1.5,0
2831,104,11,2.8,157.1111111,11.19808333,0.99,360,1.5,0
2832,104,12,2.9,190.7777778,11.19460417,0.98,360,1.5,0
2833,104,13,2.2,145.8888889,11.187625,0.96,360,1.5,0
2834,104,14,1.7,157.1111111,11.18480208,0.97,360,1.5,0
2835,104,15,1.5,168.3333333,11.17842708,0.98,360,1.5,0
2836,104,16,1.3,168.3333333,11.16690625,0.98,360,1.5,0
2837,104,17,2.6,224.4444444,11.16259375,0.99,360,1.5,0
2838,104,18,2.5,56.11111111,11.1533125,0.99,360,1.5,0
2839,104,19,1.3,0,11.13820833,0.99,360,1.5,0
2840,104,20,1.5,0,11.13296875,0.99,360,1.5,0
2841,104,21,1.7,0,11.12230208,1,360,1.5,0
2842,104,22,1.2,0,11.10591667,0.99,360,1.5,0
2843,104,23,1.8,0,11.10022917,1,360,1.5,0
2844,104,24,1.4,0,11.08835417,0.98,360,2.1,0
2845,105,1,1.2,0,11.06957292,0.97,360,2.1,0
2846,105,2,1.6,0,11.063125,0.97,360,2.1,0
2847,105,3,1.6,0,11.05008333,0.98,360,2.1,0
2848,105,4,1.6,0,11.030375,0.98,360,2.1,0
2849,105,5,1.2,0,11.02386458,0.99,360,2.1,0
2850,105,6,1.8,33.66666667,11.01104167,0.99,360,2.1,0
2851,105,7,2.4,190.7777778,10.99207292,0.99,360,2.1,0
2852,105,8,2.9,235.6666667,10.98575,0.94,360,2.1,0
2853,105,9,5.2,909,10.97319792,0.85,360,2.1,0
2854,105,10,6,1088.555556,10.95470833,0.74,360,2.1,0
2855,105,11,7.5,1279.333333,10.9486875,0.72,360,2.1,0
2856,105,12,8.4,1582.333333,10.93688542,0.66,360,2.1,0
2857,105,13,7,707,10.91967708,0.66,360,2.1,0
2858,105,14,5,448.8888889,10.91409375,0.88,360,2.1,0
2859,105,15,4.4,538.6666667,10.90314583,0.9,360,2.1,0
2860,105,16,6.1,718.2222222,10.88720833,0.84,360,2.1,0
2861,105,17,6.3,493.7777778,10.88198958,0.78,360,2.1,0
2862,105,18,4.3,123.4444444,10.87169792,0.91,360,2.1,0
2863,105,19,3.5,33.66666667,10.85673958,0.92,360,2.1,0
2864,105,20,2.9,0,10.85183333,0.94,360,2.1,0
2865,105,21,2.4,0,10.84201042,0.93,360,2.1,0
2866,105,22,2.2,0,10.82717708,0.95,360,2.1,0
2867,105,23,1.5,0,10.82216667,0.96,360,2.1,0
2868,105,24,1.4,0,10.81191667,0.96,360,1.8,0
2869,106,1,1.6,0,10.79579167,0.96,360,1.8,0
2870,106,2,1.7,0,10.79009375,0.96,360,1.8,0
2871,106,3,1,0,10.77970833,0.95,360,1.8,0
2872,106,4,1,0,10.76485417,0.94,360,1.8,0
2873,106,5,1,0,10.759375,0.93,360,1.8,0
2874,106,6,2.2,112.2222222,10.74776042,0.92,360,1.8,0
2875,106,7,4.2,460.1111111,10.72922917,0.91,360,1.8,0
2876,106,8,6.7,785.5555556,10.722875,0.8,360,1.8,0
2877,106,9,6.8,931.4444444,10.71009375,0.75,360,1.8,0
2878,106,10,7.1,695.7777778,10.69082292,0.74,360,1.8,0
2879,106,11,8.9,1077.333333,10.68439583,0.73,360,1.8,0
2880,106,12,10.2,1414,10.67167708,0.67,360,1.8,0
2881,106,13,10.2,1256.888889,10.65297917,0.63,360,1.8,0
2882,106,14,10.8,1200.777778,10.646875,0.6,360,1.8,0
2883,106,15,9.8,415.2222222,10.63480208,0.65,360,1.8,0
2884,106,16,7.8,291.7777778,10.61732292,0.69,360,1.8,0
2885,106,17,8.5,448.8888889,10.61165625,0.7,360,1.8,0
2886,106,18,7.4,269.3333333,10.6005,0.74,360,1.8,0
2887,106,19,5.8,33.66666667,10.58445833,0.8,360,1.8,0
2888,106,20,5.1,0,10.57913542,0.86,360,1.8,0
2889,106,21,4.8,0,10.56839583,0.89,360,1.8,0
2890,106,22,4.7,0,10.5518125,0.92,360,1.8,0
2891,106,23,4.4,0,10.54611458,0.91,360,1.8,0
2892,106,24,3.4,0,10.53461458,0.94,360,1.5,0
2893,107,1,2.4,0,10.51786458,0.93,360,1.5,0
2894,107,2,2.7,0,10.51245833,0.96,360,1.5,0
2895,107,3,2.2,0,10.50207292,0.97,360,1.5,0
2896,107,4,1.5,0,10.48757292,0.98,360,1.5,0
2897,107,5,1.6,0,10.48309375,0.99,360,1.5,0
2898,107,6,1.7,56.11111111,10.4745625,0.99,360,1.5,0
2899,107,7,3.9,123.4444444,10.46269792,1,360,1.5,0
2900,107,8,5.4,303,10.45888542,0.98,360,1.5,0
2901,107,9,7.3,594.7777778,10.45133333,0.87,360,1.5,0
2902,107,10,10.3,1032.444444,10.43978125,0.69,360,1.5,0
2903,107,11,12.5,1672.111111,10.43584375,0.63,360,1.5,0
2904,107,12,12.7,1750.666667,10.42772917,0.52,360,1.5,0
2905,107,13,13.4,1391.555556,10.41508333,0.48,360,1.5,0
2906,107,14,8.8,774.3333333,10.41075,0.68,360,1.5,0
2907,107,15,11.8,740.6666667,10.40194792,0.58,360,1.5,0
2908,107,16,9.1,796.7777778,10.38852083,0.7,360,1.5,0
2909,107,17,9,493.7777778,10.38401042,0.75,360,1.5,0
2910,107,18,8.8,213.2222222,10.37488542,0.72,360,1.5,0
2911,107,19,7.5,11.22222222,10.360625,0.83,360,1.5,0
2912,107,20,7,0,10.35570833,0.81,360,1.5,0
2913,107,21,6.6,0,10.34573958,0.86,360,1.5,0
2914,107,22,5.6,0,10.33066667,0.86,360,1.5,0
2915,107,23,3.7,0,10.32561458,0.91,360,1.5,0
2916,107,24,3.7,0,10.31536458,0.94,360,1.9,0
2917,108,1,2.7,0,10.29863542,0.96,360,1.9,0
2918,108,2,2.4,0,10.29259375,0.97,360,1.9,0
2919,108,3,2.1,0,10.27982292,0.98,360,1.9,0
2920,108,4,2.8,0,10.259125,0.99,360,1.9,0
2921,108,5,1.6,0,10.25194792,0.98,360,1.9,0
2922,108,6,1.9,78.55555556,10.23732292,0.99,360,1.9,0
2923,108,7,4.6,325.4444444,10.21508333,0.99,360,1.9,0
2924,108,8,6,740.6666667,10.2076875,0.88,360,1.9,0
2925,108,9,7.5,1043.666667,10.19284375,0.83,360,1.9,0
2926,108,10,9.8,1369.111111,10.17065625,0.71,360,1.9,0
2927,108,11,10.3,1234.444444,10.16325,0.59,360,1.9,0
2928,108,12,10.5,1481.333333,10.14830208,0.64,360,1.9,0
2929,108,13,8.8,1155.888889,10.12546875,0.63,360,1.9,0
2930,108,14,10.1,1335.444444,10.11775,0.67,360,1.9,0
2931,108,15,8.8,1189.555556,10.10233333,0.67,360,1.9,0
2932,108,16,8,471.3333333,10.07940625,0.7,360,1.9,0
2933,108,17,7,224.4444444,10.07179167,0.76,360,1.9,0
2934,108,18,7.2,157.1111111,10.05676042,0.78,360,1.9,0
2935,108,19,6.4,22.44444444,10.03508333,0.87,360,1.9,0
2936,108,20,6.2,0,10.0280625,0.91,360,1.9,0
2937,108,21,4.9,0,10.01425,0.93,360,1.9,0
2938,108,22,5,0,9.994135417,0.96,360,1.9,0
2939,108,23,5.1,0,9.987520833,0.97,360,1.9,0
2940,108,24,4.7,0,9.974385417,0.96,360,1.6,0
2941,109,1,4.3,0,9.955541667,0.97,360,1.6,0
2942,109,2,3.6,0,9.949583333,0.98,360,1.6,0
2943,109,3,2.5,0,9.93809375,0.99,360,1.6,0
2944,109,4,1.9,0,9.922645833,0.99,360,1.6,0
2945,109,5,1.1,0,9.918,0.99,360,1.6,0
2946,109,6,2.5,123.4444444,9.909177083,1,360,1.6,0
2947,109,7,3.4,280.5555556,9.897041667,0.99,360,1.6,0
2948,109,8,6,718.2222222,9.89325,0.9,360,1.6,0
2949,109,9,7.7,1010,9.885864583,0.87,360,1.6,0
2950,109,10,8.8,1245.666667,9.875385417,0.75,360,1.6,0
2951,109,11,10.4,1402.777778,9.8720625,0.63,360,1.6,0
2952,109,12,8.9,1144.666667,9.865625,0.66,360,1.6,0
