t,plant,axis,organ,mstruct,Nstruct,age_from_flowering,amino_acids,cytokinins,nitrates,proteins,starch,structure,sucrose,C_exudation,HATS_LATS,N_exudation,RGR_Structure,R_Nnit_red,R_Nnit_upt,Respi_growth,R_grain_growth_starch,R_grain_growth_struct,R_residual,regul_transpiration,sum_respi,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,S_Amino_Acids,S_cytokinins,S_grain_starch,S_grain_structure,S_Proteins,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,Total_Organic_Nitrogen,Conc_Amino_Acids,Conc_Nitrates,Conc_Sucrose,Conc_cytokinins,Dry_Mass,Proteins_N_Mass,R_maintenance,N_tot,sucrose_consumption_mstruct,AA_consumption_mstruct
5.0000000000000,1,MS,phloem,NA,NA,NA,6.5430212000000,NA,NA,NA,NA,NA,175.3176987000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.6172982282251,NA,266.87793517064426,NA,NA,NA,NA,0.0000916022968,NA,NA
5.0000000000000,1,MS,roots,0.0347353600000,0.0001738700000,NA,1.5366797300000,8.6373163700000,21.9203874600000,NA,NA,NA,137.8526573500000,0.0000000000000,0.9676432500000,0.0000000000000,NA,0.0716827400000,0.0833963300000,0.4904358300000,NA,NA,0.0539430000000,0.0039323900000,0.2090220700000,0.0391574700000,0.0620636100000,0.0081557400000,1.0422635800000,0.9247568900000,NA,NA,NA,0.0000000000000,-75.7803176900000,0.2100663300000,13.9562384300000,35.391709888712825,631.0683827661495,330.7212433046133,248.6606262321738,NA,NA,0.1957709969298425,0.0005022689407,1.8988766300000,0.0189357500000
6.0000000000000,1,MS,phloem,NA,NA,NA,6.6184786000000,NA,NA,NA,NA,NA,184.5912672600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.62037238781268,NA,280.7051989731361,NA,NA,NA,NA,0.0000926587004,NA,NA
6.0000000000000,1,MS,roots,0.0347867100000,0.0001741300000,NA,1.5182526800000,8.6614595200000,22.0306151600000,NA,NA,NA,133.3508913000000,0.0000000000000,0.9525617700000,0.0000000000000,NA,0.0707197700000,0.0802884800000,0.4749850800000,NA,NA,0.0528473300000,0.0036410500000,0.2038555800000,0.0358217000000,0.0577545600000,0.0075726300000,1.0267441500000,0.9111267700000,NA,NA,NA,0.0000000000000,-44.5807683300000,0.2022379800000,13.9561505700000,34.91569464315539,633.305511213909,319.4488433945033,248.98760244932618,NA,NA,0.19412665705566962,0.0005038141498,1.8390542100000,0.0183391900000
7.0000000000000,1,MS,phloem,NA,NA,NA,6.6595332800000,NA,NA,NA,NA,NA,192.7283868600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.12158027593722,NA,292.7833664173863,NA,NA,NA,NA,0.0000932334659,NA,NA
7.0000000000000,1,MS,roots,0.0348370500000,0.0001743800000,NA,1.5003078600000,8.6853283100000,22.1347519200000,NA,NA,NA,129.8326149200000,0.0000000000000,0.9431421300000,0.0000000000000,NA,0.0701806700000,0.0780528800000,0.4656324400000,NA,NA,0.0521064300000,0.0036434700000,0.2003399900000,0.0354217700000,0.0580660200000,0.0075985300000,1.0174450000000,0.9028654400000,NA,NA,NA,0.0000000000000,-20.0229369900000,0.1966067500000,13.9561838400000,34.45315513225144,635.3796294462361,310.5712044121608,249.3129673723808,NA,NA,0.19334593872562564,0.0005052708369,1.8028425100000,0.0179780900000
8.0000000000000,1,MS,phloem,NA,NA,NA,6.6578926800000,NA,NA,NA,NA,NA,195.9846679300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.00068027594938,NA,297.4327962217738,NA,NA,NA,NA,0.0000932104975,NA,NA
8.0000000000000,1,MS,roots,0.0348868800000,0.0001746300000,NA,1.5110558300000,8.7152179600000,22.2812037700000,NA,NA,NA,126.9451971900000,0.0000000000000,0.9350716600000,0.0000000000000,NA,0.0699520700000,0.0761815100000,0.4608670700000,NA,NA,0.0516081200000,0.0006997500000,0.1977417000000,0.0068517000000,0.0112257100000,0.0014643600000,1.0126824800000,0.8986638900000,NA,NA,NA,0.0000000000000,-6.3780791200000,0.1918929700000,13.9847259100000,34.65040909361915,638.6700034511541,303.2305105099682,249.8136250647808,NA,NA,0.19320689479359723,0.0005077216344,1.7843918700000,0.0177941000000
9.0000000000000,1,MS,phloem,NA,NA,NA,6.6298900200000,NA,NA,NA,NA,NA,197.2375508500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.49710105455397,NA,299.03795253248745,NA,NA,NA,NA,0.0000928184603,NA,NA
9.0000000000000,1,MS,roots,0.0349362800000,0.0001748800000,NA,1.5230331700000,8.7450162200000,22.4234152300000,NA,NA,NA,124.4354143800000,0.4891154000000,0.9277829900000,0.0059865500000,NA,0.0697714000000,0.0745278000000,0.4569523100000,NA,NA,0.0512755000000,0.0006998000000,0.1955747100000,0.0069065500000,0.0112982500000,0.0014694900000,1.0086387300000,0.8950205700000,NA,NA,NA,0.0822049700000,2.4455769800000,0.1877274700000,14.0143461900000,34.87568041016387,641.8375176177888,296.8151693597601,250.31331956350246,NA,NA,0.19314549095149106,0.0005101302776,1.7692346400000,0.0176429500000
10.0000000000000,1,MS,phloem,NA,NA,NA,6.5773358000000,NA,NA,NA,NA,NA,197.4562951800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.63790896359689,NA,299.0747912753221,NA,NA,NA,NA,0.0000920827012,NA,NA
10.0000000000000,1,MS,roots,0.0349854600000,0.0001751200000,NA,1.5431021200000,8.7747698300000,22.5618014600000,NA,NA,NA,122.1502850600000,1.8028025300000,0.9223460900000,0.0227744700000,NA,0.0697157700000,0.0731150400000,0.4549040500000,NA,NA,0.0510381600000,0.0007034800000,0.1938689700000,0.0070343300000,0.0114277200000,0.0014822400000,1.0064177300000,0.8929180500000,NA,NA,NA,0.3002598000000,9.0140126500000,0.1841688700000,14.0519790000000,35.28556423154076,644.8908049229594,290.9548830190218,250.81190385948904,NA,NA,0.19335036121512797,0.0005125886501,1.7613041700000,0.0175638600000
11.0000000000000,1,MS,phloem,NA,NA,NA,6.5102975700000,NA,NA,NA,NA,NA,196.8761363800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.55831693889067,NA,297.8658665585565,NA,NA,NA,NA,0.0000911441660,NA,NA
11.0000000000000,1,MS,roots,0.0350346100000,0.0001753700000,NA,1.5686152800000,8.8045413200000,22.6969674200000,NA,NA,NA,120.0137009700000,2.7232949000000,0.9187838100000,0.0355942900000,NA,0.0697881200000,0.0719098800000,0.4546910000000,NA,NA,0.0509151600000,0.0007035400000,0.1926131700000,0.0071512200000,0.0114971300000,0.0014873900000,1.0060486800000,0.8923814600000,NA,NA,NA,0.4502694100000,13.6164745000000,0.1811332100000,14.0950478000000,35.81864402086965,647.8441581053706,285.4646233396062,251.30981392400258,NA,NA,0.19383684598848205,0.0005150881578,1.7604792800000,0.0175556400000
12.0000000000000,1,MS,phloem,NA,NA,NA,6.4325639200000,NA,NA,NA,NA,NA,195.7558152900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.31556624541496,NA,295.81039044723565,NA,NA,NA,NA,0.0000900558949,NA,NA
12.0000000000000,1,MS,roots,0.0350834200000,0.0001756100000,NA,1.5973577500000,8.8341366200000,22.8278896500000,NA,NA,NA,117.9979496000000,3.3812816700000,0.9125930000000,0.0457729700000,NA,0.0696424000000,0.0705490500000,0.4514387100000,NA,NA,0.0506896000000,0.0007480800000,0.1908810400000,0.0077432700000,0.0122954800000,0.0015868600000,1.0025514100000,0.8889928900000,NA,NA,NA,0.5555469800000,16.9064083600000,0.1777054100000,14.1412203300000,36.42421975964715,650.6745821815548,280.2794729438198,251.80374718314238,NA,NA,0.1938245600460101,0.0005175634636,1.7478870200000,0.0174300700000
13.0000000000000,1,MS,phloem,NA,NA,NA,6.3473464800000,NA,NA,NA,NA,NA,194.4528445600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.96891933181642,NA,293.4890789851249,NA,NA,NA,NA,0.0000888628507,NA,NA
13.0000000000000,1,MS,roots,0.0351315200000,0.0001758500000,NA,1.6290421700000,8.8635447400000,22.9550286600000,NA,NA,NA,116.1022864800000,3.9316672900000,0.9036223700000,0.0551656000000,NA,0.0692678900000,0.0690292900000,0.4449950500000,NA,NA,0.0503485500000,0.0007481700000,0.1886457400000,0.0078977800000,0.0123654000000,0.0015923300000,0.9957947200000,0.8826480700000,NA,NA,NA,0.6416891100000,19.6583364400000,0.1738773100000,14.1900860300000,37.09585397956023,653.4026611999709,275.3991441303992,252.2960788488514,NA,NA,0.19328477435035846,0.0005200269916,1.7229383700000,0.0171812800000
14.0000000000000,1,MS,phloem,NA,NA,NA,6.2589089600000,NA,NA,NA,NA,NA,193.0290711300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.57994599712656,NA,290.99458718518974,NA,NA,NA,NA,0.0000876247254,NA,NA
14.0000000000000,1,MS,roots,0.0351791300000,0.0001760900000,NA,1.6604954600000,8.8923393400000,23.0750880800000,NA,NA,NA,114.2986427100000,4.3656559700000,0.8967260000000,0.0634229000000,NA,0.0690193700000,0.0677133100000,0.4403396400000,NA,NA,0.0500976200000,0.0009736400000,0.1868303000000,0.0104764300000,0.0161761900000,0.0020789500000,0.9908793100000,0.8778598800000,NA,NA,NA,0.7077753400000,21.8282798400000,0.1705624900000,14.2385408500000,37.760921546382754,655.9311751029659,270.7539070039537,252.77314532792593,NA,NA,0.19302420933487355,0.0005223881696,1.7049134600000,0.0170015300000
15.0000000000000,1,MS,phloem,NA,NA,NA,6.1633026900000,NA,NA,NA,NA,NA,191.4985022500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.09089705378817,NA,288.3460345861351,NA,NA,NA,NA,0.0000862862377,NA,NA
15.0000000000000,1,MS,roots,0.0352265900000,0.0001763300000,NA,1.6939476300000,8.9211019800000,23.1923944500000,NA,NA,NA,112.5688956400000,4.7914445900000,0.8930795900000,0.0721021200000,NA,0.0690072300000,0.0666758300000,0.4389979800000,NA,NA,0.0499881500000,0.0009738800000,0.1856712100000,0.0106900900000,0.0162623900000,0.0020861900000,0.9893703200000,0.8760206700000,NA,NA,NA,0.7710536400000,23.9572229400000,0.1679491900000,14.2889427500000,38.469749811151175,658.3775054582347,266.29717220239974,253.24909336952567,NA,NA,0.19329801532737442,0.0005247387891,1.6997188000000,0.0169497300000
16.0000000000000,1,MS,phloem,NA,NA,NA,6.0634141000000,NA,NA,NA,NA,NA,189.8751166600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.54276144042981,NA,285.5616174440706,NA,NA,NA,NA,0.0000848877974,NA,NA
16.0000000000000,1,MS,roots,0.0352743700000,0.0001765700000,NA,1.7281420500000,8.9498250700000,23.3065068000000,NA,NA,NA,110.8789011800000,5.1410684900000,0.8936872100000,0.0801279300000,NA,0.0693070400000,0.0659684800000,0.4419929700000,NA,NA,0.0500676300000,0.0010412300000,0.1853431500000,0.0116600300000,0.0174725000000,0.0022376300000,0.9923226200000,0.8780440000000,NA,NA,NA,0.8208665700000,25.7053424400000,0.1661674600000,14.3402025300000,39.193149020095895,660.7207102493965,261.9439675794824,253.7203377409717,NA,NA,0.19428604975659455,0.0005270550839,1.7113148800000,0.0170653700000
17.0000000000000,1,MS,phloem,NA,NA,NA,5.9607756200000,NA,NA,NA,NA,NA,188.1763959800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.95726951019383,NA,282.66611553379346,NA,NA,NA,NA,0.0000834508587,NA,NA
17.0000000000000,1,MS,roots,0.0353227700000,0.0001768100000,NA,1.7634506700000,8.9787383600000,23.4189580500000,NA,NA,NA,109.2066471400000,5.4400259400000,0.8970306100000,0.0878446300000,NA,0.0698086300000,0.0654605900000,0.4477028400000,NA,NA,0.0502633300000,0.0010415200000,0.1855325500000,0.0119015700000,0.0175616800000,0.0022454800000,0.9981346900000,0.8824949000000,NA,NA,NA,0.8616057800000,27.2001296800000,0.1648881400000,14.3927969800000,39.93912527245174,662.998911183919,257.63987162765926,254.19123018947832,NA,NA,0.19574296824915116,0.0005293637221,1.7334224300000,0.0172858200000
18.0000000000000,1,MS,phloem,NA,NA,NA,5.8554163900000,NA,NA,NA,NA,NA,186.4021502400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.33462680440583,NA,279.6583739913511,NA,NA,NA,NA,0.0000819758295,NA,NA
18.0000000000000,1,MS,roots,0.0353719800000,0.0001770600000,NA,1.7983620100000,9.0076420400000,23.5280003100000,NA,NA,NA,107.5404387000000,5.7215684500000,0.9024026900000,0.0956798300000,NA,0.0704494700000,0.0650892300000,0.4551815000000,NA,NA,0.0505376200000,0.0011610000000,0.1860763200000,0.0135295300000,0.0196674500000,0.0025111400000,1.0058962000000,0.8885441000000,NA,NA,NA,0.8986528800000,28.6078422400000,0.1639527100000,14.4452829000000,40.67314320544114,665.1592675897703,253.35599604545746,254.65473066534588,NA,NA,0.19752961622009296,0.0005316290725,1.7623784000000,0.0175745800000
19.0000000000000,1,MS,phloem,NA,NA,NA,5.7476507900000,NA,NA,NA,NA,NA,184.5639950000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.67960913242271,NA,276.55644896019663,NA,NA,NA,NA,0.0000804671111,NA,NA
19.0000000000000,1,MS,roots,0.0354219900000,0.0001773100000,NA,1.8340350100000,9.0367914400000,23.6356535200000,NA,NA,NA,105.8766545400000,5.9777668200000,0.9080179300000,0.1035491100000,NA,0.0710995100000,0.0647203700000,0.4626097300000,NA,NA,0.0508082700000,0.0011613800000,0.1866281500000,0.0138024800000,0.0197639900000,0.0025201000000,1.0137443500000,0.8945347600000,NA,NA,NA,0.9307914100000,29.8888341200000,0.1630236100000,14.4988172700000,41.42138846518787,667.2593357967748,249.08410128849337,255.1181184343398,NA,NA,0.1993505054861102,0.0005338856394,1.7911391200000,0.0178613800000
20.0000000000000,1,MS,phloem,NA,NA,NA,5.6530698700000,NA,NA,NA,NA,NA,182.6681886400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.2161711997914,NA,273.3693672661308,NA,NA,NA,NA,0.0000791429782,NA,NA
20.0000000000000,1,MS,roots,0.0354729300000,0.0001775600000,NA,1.8682557600000,9.0658253700000,23.7389520400000,NA,NA,NA,104.2085224700000,6.2302821500000,0.9152254000000,0.1116968200000,NA,0.0718499000000,0.0644451900000,0.4711845700000,NA,NA,0.0511308800000,0.0013457800000,0.1874259700000,0.0162924300000,0.0230021600000,0.0029296100000,1.0229724600000,0.9015808500000,NA,NA,NA,0.9640490900000,31.1514107400000,0.1623304500000,14.5512304800000,42.133666657927606,669.2131729744343,244.8076191948809,255.57024384509543,NA,NA,0.20141630797604768,0.0005360609092,1.8243393300000,0.0181924500000
21.0000000000000,1,MS,phloem,NA,NA,NA,5.5511699900000,NA,NA,NA,NA,NA,180.8335416700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.64898685961094,NA,270.2735116012517,NA,NA,NA,NA,0.0000777163799,NA,NA
21.0000000000000,1,MS,roots,0.0355250600000,0.0001778200000,NA,1.9028892500000,9.0952268600000,23.8413439700000,NA,NA,NA,102.5152105200000,6.4493671200000,0.9252074300000,0.1197132700000,NA,0.0728070800000,0.0643318800000,0.4822394200000,NA,NA,0.0515550300000,0.0013463300000,0.1886939900000,0.0166011800000,0.0231107200000,0.0029403000000,1.0350791100000,0.9109705600000,NA,NA,NA,0.9899030000000,32.2468356100000,0.1620450300000,14.6044832500000,42.851761545230325,671.1134047345734,240.4762781540693,256.02284302968104,NA,NA,0.20397595356662077,0.0005382392651,1.8671416500000,0.0186192800000
22.0000000000000,1,MS,phloem,NA,NA,NA,5.4454614700000,NA,NA,NA,NA,NA,178.9616472500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.02823064308011,NA,267.11963035676206,NA,NA,NA,NA,0.0000762364606,NA,NA
22.0000000000000,1,MS,roots,0.0355787200000,0.0001780900000,NA,1.9399080200000,9.1254113100000,23.9455814600000,NA,NA,NA,100.7909997100000,6.7353844900000,0.9385384400000,0.1296348500000,NA,0.0740282600000,0.0644085600000,0.4963389300000,NA,NA,0.0521171300000,0.0012069400000,0.1905539500000,0.0151719800000,0.0208086500000,0.0026446400000,1.0508531800000,0.9233602400000,NA,NA,NA,1.0247245000000,33.6769224300000,0.1622381800000,14.6606656900000,43.61951233771198,673.0309988667383,236.07510264094188,256.48509305562425,NA,NA,0.20716447203294547,0.0005404868527,1.9217323700000,0.0191636700000
23.0000000000000,1,MS,phloem,NA,NA,NA,5.3401650800000,NA,NA,NA,NA,NA,176.9004750100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.40860714920645,NA,263.6606792006056,NA,NA,NA,NA,0.0000747623111,NA,NA
23.0000000000000,1,MS,roots,0.0356341100000,0.0001783700000,NA,1.9768182900000,9.1561462600000,24.0494582300000,NA,NA,NA,99.0016952300000,6.8712094800000,0.9544429000000,0.1372010100000,NA,0.0754390700000,0.0645960200000,0.5123753900000,NA,NA,0.0527736100000,0.0012074100000,0.1928086900000,0.0154666700000,0.0209070600000,0.0026545800000,1.0692152800000,0.9377105700000,NA,NA,NA,1.0371196800000,34.3560473800000,0.1627103700000,14.7173587900000,44.38036005389219,674.8999267836351,231.5237077386433,256.9489250608476,NA,NA,0.2108213374166899,0.0005427378713,1.9838225500000,0.0197828300000
24.0000000000000,1,MS,phloem,NA,NA,NA,5.2397756000000,NA,NA,NA,NA,NA,175.7826848100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.860728080333,NA,261.6051075258256,NA,NA,NA,NA,0.0000733568584,NA,NA
24.0000000000000,1,MS,roots,0.0356908800000,0.0001786500000,NA,2.0075874200000,9.1860993100000,24.1429606800000,NA,NA,NA,97.1985891500000,7.3799455400000,0.9682939900000,0.1524290200000,NA,0.0766297300000,0.0646005200000,0.5250760600000,NA,NA,0.0532875900000,0.0017616300000,0.1945178400000,0.0229173900000,0.0306223600000,0.0038857500000,1.0843633800000,0.9489133600000,NA,NA,NA,1.0999166000000,36.8997277200000,0.1627217100000,14.7684011300000,44.999449046927396,676.4462148313519,226.94543897955631,257.3794568808614,NA,NA,0.21400099018407545,0.0005447576734,2.0329971800000,0.0202732100000
25.0000000000000,1,MS,phloem,NA,NA,NA,5.1393602100000,NA,NA,NA,NA,NA,175.0020514800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.31510156350721,NA,260.0496595113133,NA,NA,NA,NA,0.0000719510429,NA,NA
25.0000000000000,1,MS,roots,0.0357485900000,0.0001789400000,NA,2.0400650600000,9.2163490300000,24.2351989500000,NA,NA,NA,95.4361672500000,8.0044286200000,0.9786702100000,0.1711044700000,NA,0.0775351600000,0.0643608100000,0.5338299900000,NA,NA,0.0536101500000,0.0017626500000,0.1955061200000,0.0233015100000,0.0307570200000,0.0039007900000,1.0954047100000,0.9562674200000,NA,NA,NA,1.1753474200000,40.0221430900000,0.1621179100000,14.8214899700000,45.65360614222826,677.9344010491044,222.4707026906516,257.8101410433251,NA,NA,0.21654221988181968,0.0005467936961,2.0668907900000,0.0206112000000
26.0000000000000,1,MS,phloem,NA,NA,NA,5.0366113600000,NA,NA,NA,NA,NA,174.3867684100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.73043056889242,NA,258.70647216694624,NA,NA,NA,NA,0.0000705125590,NA,NA
26.0000000000000,1,MS,roots,0.0358073200000,0.0001792300000,NA,2.0751515300000,9.2470272600000,24.3271402800000,NA,NA,NA,93.7266705300000,8.6990572700000,0.9901591000000,0.1926011200000,NA,0.0785236700000,0.0641910800000,0.5432498100000,NA,NA,0.0539816900000,0.0017158500000,0.1966964400000,0.0230730600000,0.0300541200000,0.0038098800000,1.1075506100000,0.9643432400000,NA,NA,NA,1.2562240600000,43.4952863500000,0.1616903700000,14.8775513400000,46.36262149750386,679.39014369129,218.12735154432116,258.2440478650734,NA,NA,0.21928643088964864,0.0005488620853,2.1033625700000,0.0209749000000
27.0000000000000,1,MS,phloem,NA,NA,NA,4.9343855900000,NA,NA,NA,NA,NA,173.7461990000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.16156359618877,NA,257.3417527621409,NA,NA,NA,NA,0.0000690813983,NA,NA
